,ENTREZID,SYMBOL
2345,51095,TRNT1
2346,51099,ABHD5
2347,5110,PCMT1
2348,51105,PHF20L1
2349,51106,TFB1M
2350,51108,METTL9
2351,5111,PCNA
2352,51111,KMT5B
2353,51114,ZDHHC9
2354,51119,SBDS
2355,51122,COMMD2
2356,51123,ZNF706
2357,51125,GOLGA7
2358,51132,RLIM
2359,51134,CEP83
2360,51136,RNFT1
2361,51141,INSIG2
2362,51142,CHCHD2
2363,51143,DYNC1LI1
2364,51144,HSD17B12
2365,51150,SDF4
2366,51154,MRTO4
2367,51155,JPT1
2368,51157,ZNF580
2369,5116,PCNT
2370,51160,VPS28
2371,51167,CYB5R4
2372,51175,TUBE1
2373,51179,HAO2
2374,51182,HSPA14
2375,51184,GPN3
2376,51188,SS18L2
2377,5119,CHMP1A
2378,51191,HERC5
2379,51192,CKLF
2380,51196,PLCE1
2381,51199,NIN
2382,51203,NUSAP1
2383,51206,GP6
2384,51207,DUSP13B
2385,51227,PIGP
2386,51228,GLTP
2387,51230,PHF20
2388,51239,ANKRD39
2389,51241,COX16
2390,51246,SHISA5
2391,51247,PAIP2
2392,51248,PDZD11
2393,51252,FAM178B
2394,51257,MARCHF2
2395,5126,PCSK2
2396,51263,MRPL30
2397,51270,TFDP3
2398,51274,KLF3
2399,51276,ZNF571
2400,51277,DNAJC27
2401,51279,C1RL
2402,51281,ANKMY1
2403,51287,COA4
2404,51290,ERGIC2
2405,51299,NRN1
2406,513,ATP5F1D
2407,5130,PCYT1A
2408,51304,ZDHHC3
2409,51312,SLC25A37
2410,51315,KRCC1
2411,51317,PHF21A
2412,51322,WAC
2413,51334,PRR16
2414,51337,THEM6
2415,51343,FZR1
2416,51366,UBR5
2417,5137,PDE1C
2418,51385,ZNF589
2419,5140,PDE3B
2420,5141,PDE4A
2421,51426,POLK
2422,51428,DDX41
2423,51429,SNX9
2424,5143,PDE4C
2425,51435,SCARA3
2426,51455,REV1
2427,51458,RHCG
2428,51465,UBE2J1
2429,51466,EVL
2430,51474,LIMA1
2431,51478,HSD17B7
2432,51504,TRMT112
2433,51507,RTF2
2434,51514,DTL
2435,51517,NCKIPSD
2436,5152,PDE9A
2437,51520,LARS1
2438,51523,CXXC5
2439,51526,OSER1
2440,51527,GSKIP
2441,51529,ANAPC11
2442,51534,VTA1
2443,51540,SCLY
2444,51548,SIRT6
2445,51555,PEX5L
2446,51560,RAB6B
2447,51564,HDAC7
2448,51567,TDP2
2449,51571,CYRIB
2450,51574,LARP7
2451,51575,ESF1
2452,5158,PDE6B
2453,51586,MED15
2454,51588,PIAS4
2455,51592,TRIM33
2456,51593,SRRT
2457,51602,NOP58
2458,51619,UBE2D4
2459,51629,SLC25A39
2460,51631,LUC7L2
2461,51633,OTUD6B
2462,51634,RBMX2
2463,51647,CIAO2B
2464,51652,CHMP3
2465,51659,GINS2
2466,51660,MPC1
2467,51661,FKBP7
2468,51663,ZFR
2469,51665,ASB1
2470,51667,NUB1
2471,51668,IFT25
2472,51678,PALS2
2473,51684,SUFU
2474,5169,ENPP3
2475,51690,LSM7
2476,51696,HECA
2477,51700,CYB5R2
2478,51714,SELENOT
2479,51719,CAB39
2480,51720,UIMC1
2481,51744,CD244
2482,5175,PECAM1
2483,51750,RTEL1
2484,51759,C9orf78
2485,51762,RAB8B
2486,51768,TM7SF3
2487,5189,PEX1
2488,5192,PEX10
2489,5205,ATP8B1
2490,521,ATP5ME
2491,5211,PFKL
2492,5216,PFN1
2493,5217,PFN2
2494,5223,PGAM1
2495,5226,PGD
2496,5230,PGK1
2497,5250,SLC25A3
2498,5253,PHF2
2499,5256,PHKA2
2500,5257,PHKB
2501,5261,PHKG2
2502,5268,SERPINB5
2503,527,ATP6V0C
2504,5277,PIGA
2505,5283,PIGH
2506,5289,PIK3C3
2507,5296,PIK3R2
2508,5305,PIP4K2A
2509,5306,PITPNA
2510,5311,PKD2
2511,5324,PLAG1
2512,5326,PLAGL2
2513,5327,PLAT
2514,5328,PLAU
2515,533,ATP6V0B
2516,5335,PLCG1
2517,5339,PLEC
2518,53407,STX18
2519,5347,PLK1
2520,535,ATP6V0A1
2521,53616,ADAM22
2522,5362,PLXNA2
2523,5366,PMAIP1
2524,5378,PMS1
2525,539,ATP5PO
2526,53917,RAB24
2527,53942,CNTN5
2528,54039,PCBP3
2529,54059,YBEY
2530,54069,MIS18A
2531,54090,LINC00111
2532,54101,RIPK4
2533,54108,CHRAC1
2534,541473,FKBP6P2
2535,54148,MRPL39
2536,541578,EOLA2
2537,54205,CYCS
2538,54206,ERRFI1
2539,54207,KCNK10
2540,5422,POLA1
2541,5429,POLH
2542,5432,POLR2C
2543,5434,POLR2E
2544,5439,POLR2J
2545,54433,GAR1
2546,5444,PON1
2547,54454,ATAD2B
2548,54455,FBXO42
2549,54456,MOV10L1
2550,5446,PON3
2551,54460,MRPS21
2552,54464,XRN1
2553,54468,MIOS
2554,5447,POR
2555,54472,TOLLIP
2556,54477,PLEKHA5
2557,54478,PIMREG
2558,54480,CHPF2
2559,54487,DGCR8
2560,54494,C11orf71
2561,54495,TMX3
2562,54496,PRMT7
2563,54497,HEATR5B
2564,54499,TMCO1
2565,545,ATR
2566,54507,ADAMTSL4
2567,54512,EXOSC4
2568,54517,PUS7
2569,54520,CCDC93
2570,54521,WDR44
2571,54522,ANKRD16
2572,54531,MIER2
2573,54532,USP53
2574,54537,SHLD2
2575,54543,TOMM7
2576,5455,POU3F3
2577,54550,NECAB2
2578,54552,GNL3L
2579,54553,MIR4453HG
2580,54554,WDR5B
2581,54556,ING3
2582,54558,SPATA6
2583,5457,POU4F1
2584,5459,POU4F3
2585,54602,NDFIP2
2586,54625,PARP14
2587,54626,HES2
2588,54629,MINDY2
2589,5465,PPARA
2590,54662,TBC1D13
2591,54665,RSBN1
2592,5467,PPARD
2593,54680,ZNHIT6
2594,54681,P4HTM
2595,547,KIF1A
2596,54704,PDP1
2597,54707,GPN2
2598,54708,MARCHF5
2599,54715,RBFOX1
2600,54737,MPHOSPH8
2601,54742,LY6K
2602,54754,NUTM2F
2603,54757,FAM20A
2604,54763,ROPN1
2605,54765,TRIM44
2606,54776,PPP1R12C
2607,54777,CFAP46
2608,54778,RNF111
2609,5478,PPIA
2610,54784,ALKBH4
2611,5479,PPIB
2612,54796,BNC2
2613,54808,DYM
2614,5481,PPID
2615,54812,AFTPH
2616,54815,GATAD2A
2617,54816,ZNF280D
2618,54820,NDE1
2619,54821,ERCC6L
2620,54822,TRPM7
2621,54823,SWT1
2622,54832,VPS13C
2623,54853,WDR55
2624,54858,PGPEP1
2625,548593,SLX1A
2626,54862,CC2D1A
2627,54872,PIGG
2628,54873,PALMD
2629,54875,CNTLN
2630,54878,DPP8
2631,54882,ANKHD1
2632,54883,CWC25
2633,54887,BLTP3A
2634,54893,MTMR10
2635,54896,SLC66A1
2636,54897,CASZ1
2637,549,AUH
2638,54901,CDKAL1
2639,54904,NSD3
2640,54915,YTHDF1
2641,54935,DUSP23
2642,54938,SARS2
2643,54949,SDHAF2
2644,54951,COMMD8
2645,54956,PARP16
2646,5496,PPM1G
2647,54960,GEMIN8
2648,54963,UCKL1
2649,54965,PIGX
2650,54968,TMEM70
2651,54973,INTS11
2652,54976,ADISSP
2653,54978,SLC35F6
2654,54981,NMRK1
2655,54984,PINX1
2656,54991,C1orf159
2657,54994,GID8
2658,54995,OXSM
2659,54997,TESC
2660,54998,AURKAIP1
2661,5500,PPP1CB
2662,55000,TUG1
2663,55001,TTC22
2664,55004,LAMTOR1
2665,55005,RMND1
2666,55006,TRMT61B
2667,55012,PPP2R3C
2668,55016,MARCHF1
2669,5502,PPP1R1A
2670,55020,TTC38
2671,55028,C17orf80
2672,55036,CCDC40
2673,55038,CDCA4
2674,5504,PPP1R2
2675,55048,VPS37C
2676,55052,MRPL20
2677,55061,SUSD4
2678,55063,ZCWPW1
2679,55068,ENOX1
2680,55069,TMEM248
2681,55071,C9orf40
2682,55079,FEZF2
2683,55082,ARGLU1
2684,55083,KIF26B
2685,55086,RADX
2686,55093,NTAQ1
2687,55095,SAMD4B
2688,55100,WDR70
2689,55102,ATG2B
2690,55103,RALGPS2
2691,55114,ARHGAP17
2692,55122,AKIRIN2
2693,55127,HEATR1
2694,55135,WRAP53
2695,55142,HAUS2
2696,5516,PPP2CB
2697,55160,ARHGEF10L
2698,55164,SHQ1
2699,55165,CEP55
2700,55167,MSL2
2701,55178,MRM3
2702,5518,PPP2R1A
2703,55183,RIF1
2704,55186,SLC25A36
2705,55193,PBRM1
2706,55196,RESF1
2707,55197,RPRD1A
2708,55210,ATAD3A
2709,55215,FANCI
2710,5522,PPP2R2C
2711,55222,LRRC20
2712,55231,CCDC87
2713,55233,MOB1A
2714,5524,PTPA
2715,5525,PPP2R5A
2716,55252,ASXL2
2717,55255,WDR41
2718,55260,TMEM143
2719,55268,ECHDC2
2720,55269,PSPC1
2721,55274,PHF10
2722,55276,PGM2
2723,55277,FGGY
2724,55278,QRSL1
2725,55282,LRRC36
2726,55286,C4orf19
2727,55288,RHOT1
2728,5531,PPP4C
2729,55311,ZNF444
2730,55315,SLC29A3
2731,55320,MIS18BP1
2732,55322,C5orf22
2733,55324,ABCF3
2734,55325,UFSP2
2735,5533,PPP3CC
2736,55330,BLOC1S4
2737,55334,SLC39A9
2738,55339,WDR33
2739,5534,PPP3R1
2740,55341,LSG1
2741,55342,STRBP
2742,55346,TCP11L1
2743,55352,COPRS
2744,55362,TMEM63B
2745,554,AVPR2
2746,554236,DPY19L2P1
2747,55425,GPALPP1
2748,55435,AP1AR
2749,55450,CAMK2N1
2750,55454,CSGALNACT2
2751,5550,PREP
2752,55502,HES6
2753,55508,SLC35E3
2754,55534,MAML3
2755,55539,KCNQ1DN
2756,55556,ENOSF1
2757,55568,GALNT10
2758,5557,PRIM1
2759,55571,CNOT11
2760,55577,NAGK
2761,55591,VEZT
2762,55602,CDKN2AIP
2763,5562,PRKAA1
2764,55625,ZDHHC7
2765,55632,G2E3
2766,55636,CHD7
2767,55646,LYAR
2768,55650,PIGV
2769,55651,NHP2
2770,55654,TMEM127
2771,55656,INTS8
2772,55657,ZNF692
2773,55658,RNF126
2774,5566,PRKACA
2775,55660,PRPF40A
2776,55666,NPLOC4
2777,55667,DENND4C
2778,5567,PRKACB
2779,55671,PPP4R3A
2780,55681,SCYL2
2781,55683,KANSL3
2782,55690,PACS1
2783,55693,KDM4D
2784,5570,PKIB
2785,55700,MAP7D1
2786,55701,ARHGEF40
2787,55704,CCDC88A
2788,5571,PRKAG1
2789,55714,TENM3
2790,55723,ASF1B
2791,55727,BTBD7
2792,55734,ZFP64
2793,55735,DNAJC11
2794,55738,ARFGAP1
2795,55743,CHFR
2796,55744,COA1
2797,55746,NUP133
2798,55748,CNDP2
2799,55749,CCAR1
2800,55751,TMEM184C
2801,55754,TMEM30A
2802,55757,UGGT2
2803,55758,RCOR3
2804,5576,PRKAR2A
2805,55760,DHX32
2806,55764,IFT122
2807,55765,INAVA
2808,55768,NGLY1
2809,5577,PRKAR2B
2810,55776,SAYSD1
2811,55785,FGD6
2812,55789,DEPDC1B
2813,55793,MINDY1
2814,55802,DCP1A
2815,55823,VPS11
2816,55825,PECR
2817,55829,SELENOS
2818,55830,GLT8D1
2819,55831,EMC3
2820,55835,CENPJ
2821,55840,EAF2
2822,55841,WWC3
2823,55845,BRK1
2824,55851,PSENEN
2825,55852,TEX2
2826,55854,ZC3H15
2827,55856,ACOT13
2828,55859,BEX1
2829,55860,ACTR10
2830,55872,PBK
2831,55884,WSB2
2832,55891,LENEP
2833,55920,RCC2
2834,55922,NKRF
2835,55924,INKA2
2836,5594,MAPK1
2837,55964,SEPTIN3
2838,55966,AJAP1
2839,55969,RAB5IF
2840,5597,MAPK6
2841,55972,SLC25A40
2842,55974,SLC50A1
2843,55975,KLHL7
2844,5599,MAPK8
2845,56005,MYDGF
2846,56006,SMG9
2847,5604,MAP2K1
2848,56061,UBFD1
2849,56063,TMEM234
2850,5607,MAP2K5
2851,5608,MAP2K6
2852,5609,MAP2K7
2853,56098,PCDHGC4
2854,5611,DNAJC3
2855,56159,TEX11
2856,56160,NSMCE3
2857,56164,STK31
2858,56171,DNAH7
2859,56204,ATOSA
2860,56254,RNF20
2861,56255,TMX4
2862,56256,SERTAD4
2863,56259,CTNNBL1
2864,56260,C8orf44
2865,56261,GPCPD1
2866,56262,LRRC8A
2867,56287,GKN1
2868,56339,METTL3
2869,56475,RPRM
2870,5649,RELN
2871,56547,MMP26
2872,5660,PSAP
2873,56650,CLDND1
2874,56652,TWNK
2875,56655,POLE4
2876,56659,KCNK13
2877,56662,VTRNA1-3
2878,56663,VTRNA1-2
2879,56664,VTRNA1-1
2880,56666,PANX2
2881,56675,NRIP3
2882,56681,SAR1A
2883,56731,SLC2A4RG
2884,5682,PSMA1
2885,56848,SPHK2
2886,56851,EMC7
2887,5688,PSMA7
2888,56888,KCMF1
2889,56889,TM9SF3
2890,56894,AGPAT3
2891,56895,AGPAT4
2892,56897,WRNIP1
2893,56899,ANKS1B
2894,56900,TMEM167B
2895,56903,PAPOLB
2896,56904,SH3GLB2
2897,56907,SPIRE1
2898,5691,PSMB3
2899,56913,C1GALT1
2900,56915,EXOSC5
2901,56926,NCLN
2902,56927,GPR108
2903,56928,SPPL2B
2904,56940,DUSP22
2905,56950,SMYD2
2906,56953,NT5M
2907,56957,OTUD7B
2908,56963,RGMA
2909,56984,PSMG2
2910,56986,DTWD1
2911,56992,KIF15
2912,56994,CHPT1
2913,56999,ADAMTS9
2914,5700,PSMC1
2915,5702,PSMC3
2916,57020,VPS35L
2917,57038,RARS2
2918,57057,TBX20
2919,57089,ENTPD7
2920,57092,PCNP
2921,57094,CPA6
2922,57099,AVEN
2923,571,BACH1
2924,57106,NAT14
2925,5711,PSMD5
2926,57110,PLAAT1
2927,57111,RAB25
2928,57117,INTS12
2929,5713,PSMD7
2930,57132,CHMP1B
2931,57140,RNPEPL1
2932,57148,RALGAPB
2933,5715,PSMD9
2934,57152,SLURP1
2935,57154,SMURF1
2936,57168,ASPHD2
2937,57169,ZNFX1
2938,57178,ZMIZ1
2939,57189,DENND11
2940,57194,ATP10A
2941,57205,ATP10D
2942,57211,ADGRG6
2943,57221,ARFGEF3
2944,57231,SNX14
2945,57332,CBX8
2946,57335,ZNF286A
2947,57343,ZNF304
2948,57396,CLK4
2949,574029,DUSP5P1
2950,57406,ABHD6
2951,57409,MIF4GD
2952,57415,CEP15
2953,57449,PLEKHG5
2954,57451,TENM2
2955,57452,GALNT16
2956,57456,KIAA1143
2957,57463,AMIGO1
2958,57464,STRIP2
2959,57466,SCAF4
2960,5747,PTK2
2961,57473,ZNF512B
2962,57474,ZNF490
2963,57478,USP31
2964,57481,KIAA1210
2965,57488,ESYT2
2966,57496,MRTFB
2967,57497,LRFN2
2968,57506,MAVS
2969,57510,XPO5
2970,57515,SERINC1
2971,57520,HECW2
2972,57524,CASKIN1
2973,57531,HACE1
2974,57535,ELAPOR1
2975,57537,SORCS2
2976,57539,WDR35
2977,57540,DISP3
2978,57542,KLHL42
2979,57552,NCEH1
2980,57560,IFT80
2981,57561,ARRDC3
2982,57563,KLHL8
2983,5757,PTMA
2984,57570,TRMT5
2985,57573,ZNF471
2986,57575,PCDH10
2987,57577,CCDC191
2988,57578,UNC79
2989,57591,MRTFA
2990,57592,ZNF687
2991,57597,BAHCC1
2992,576,ADGRB2
2993,57602,USP36
2994,57605,PITPNM2
2995,57616,TSHZ3
2996,57620,STIM2
2997,57621,ZBTB2
2998,57623,ZFAT
2999,57634,EP400
3000,57643,ZSWIM5
3001,57644,MYH7B
3002,57645,POGK
3003,57646,USP28
3004,57648,NHSL3
3005,57649,PHF12
3006,57650,CIP2A
3007,57654,UVSSA
3008,57655,GRAMD1A
3009,57659,ZBTB4
3010,57666,FBRSL1
3011,57669,EPB41L5
3012,57674,RNF213
3013,57683,ZDBF2
3014,57688,ZSWIM6
3015,57695,USP37
3016,5770,PTPN1
3017,57708,MIER1
3018,5771,PTPN2
3019,57711,ZNF529
3020,57716,PRX
3021,57720,GPR107
3022,57724,EPG5
3023,57727,NCOA5
3024,57732,ZFYVE28
3025,5774,PTPN3
3026,57763,ANKRA2
3027,57794,SUGP1
3028,57799,RAB40C
3029,5780,PTPN9
3030,57801,HES4
3031,57834,CYP4F11
3032,57862,ZNF410
3033,5793,PTPRG
3034,5795,PTPRJ
3035,5796,PTPRK
3036,5797,PTPRM
3037,5802,PTPRS
3038,581,BAX
3039,5813,PURA
3040,5814,PURB
3041,5818,NECTIN1
3042,58191,CXCL16
3043,5820,PVT1
3044,5825,ABCD3
3045,5830,PEX5
3046,5831,PYCR1
3047,58476,TP53INP2
3048,58478,ENOPH1
3049,58480,RHOU
3050,58485,TRAPPC1
3051,58487,CREBZF
3052,58490,RPRD1B
3053,58493,INIP
3054,58497,PRUNE1
3055,58506,SCAF1
3056,58515,SELENOK
3057,58516,SINHCAF
3058,58517,RBM25
3059,58525,WIZ
3060,58528,RRAGD
3061,5861,RAB1A
3062,5865,RAB3B
3063,5874,RAB27B
3064,5875,RABGGTA
3065,5878,RAB5C
3066,5879,RAC1
3067,5883,RAD9A
3068,5886,RAD23A
3069,5887,RAD23B
3070,58985,IL22RA1
3071,5901,RAN
3072,5902,RANBP1
3073,5903,RANBP2
3074,5905,RANGAP1
3075,5925,RB1
3076,5927,KDM5A
3077,59271,EVA1C
3078,59274,TLNRD1
3079,5928,RBBP4
3080,5931,RBBP7
3081,59338,PLEKHA1
3082,59345,GNB4
3083,5950,RBP4
3084,5955,RCN2
3085,5971,RELB
3086,5976,UPF1
3087,5978,REST
3088,5980,REV3L
3089,5989,RFX1
3090,5990,RFX2
3091,5991,RFX3
3092,5993,RFX5
3093,5994,RFXAP
3094,5997,RGS2
3095,60,ACTB
3096,6006,RHCE
3097,6018,RLF
3098,6036,RNASE2
3099,6037,RNASE3
3100,60370,AVPI1
3101,6045,RNF2
3102,60468,BACH2
3103,6047,RNF4
3104,60492,CCDC90B
3105,60496,AASDHPPT
3106,60509,AGBL5
3107,60526,LDAH
3108,60559,SPCS3
3109,60673,ATG101
3110,60674,GAS5
3111,60675,PROK2
3112,60685,ZFAND3
3113,6095,RORA
3114,6100,RP9
3115,6117,RPA1
3116,6118,RPA2
3117,613209,DEFB135
3118,6133,RPL9
3119,6136,RPL12
3120,6137,RPL13
3121,6150,MRPL23
3122,6152,RPL24
3123,6155,RPL27
3124,6158,RPL28
3125,6166,RPL36AL
3126,6167,RPL37
3127,6170,RPL39
3128,6181,RPLP2
3129,6182,MRPL12
3130,619208,FAM229B
3132,619553,MIR484
3133,619571,SNORD96A
3134,6198,RPS6KB1
3135,6201,RPS7
3136,6202,RPS8
3137,6204,RPS10
3138,6207,RPS13
3139,6209,RPS15
3140,6217,RPS16
3141,6227,RPS21
3142,6234,RPS28
3143,6235,RPS29
3144,6237,RRAS
3145,6249,CLIP1
3146,6259,RYK
3147,627,BDNF
3148,6272,SORT1
3149,6277,S100A6
3150,6284,S100A13
3151,6294,SAFB
3152,6305,SBF1
3153,6307,MSMO1
3154,6309,SC5D
3155,6317,SERPINB3
3156,6322,SCML1
3157,6324,SCN1B
3158,6334,SCN8A
3159,6351,CCL4
3160,6358,CCL14
3161,636,BICD1
3162,63826,SRR
3163,63875,MRPL17
3164,6388,SDF2
3165,6389,SDHA
3166,63892,THADA
3167,63893,UBE2O
3168,63894,VIPAS39
3169,63897,HEATR6
3170,63899,NSUN3
3171,63915,BLOC1S5
3172,63917,GALNT11
3173,6392,SDHD
3174,63922,CHTF18
3175,63929,XPNPEP3
3176,63933,MCUR1
3177,63934,ZNF667
3178,63939,FAM217B
3179,63971,KIF13A
3180,63976,PRDM16
3181,6400,SEL1L
3182,6405,SEMA3F
3183,64061,TSPYL2
3184,64078,SLC28A3
3185,64083,GOLPH3
3186,64084,CLSTN2
3187,64087,MCCC2
3188,64105,CENPK
3189,64112,MOAP1
3190,64115,VSIR
3191,64118,DUS1L
3192,64122,FN3K
3193,641367,CCNYL6
3194,64145,RBSN
3195,64146,PDF
3196,64147,KIF9
3197,641649,TMEM91
3198,64175,P3H1
3199,641977,SEPTIN7P2
3200,64207,IRF2BPL
3201,64208,POPDC3
3202,6422,SFRP1
3203,64224,HERPUD2
3204,64225,ATL2
3205,642366,ISL1-DT
3206,642597,AKAIN1
3207,6426,SRSF1
3208,642658,SCX
3209,6427,SRSF2
3210,6428,SRSF3
3211,642852,LINC00205
3212,642938,INSYN2A
3213,642946,FLVCR1-DT
3214,6431,SRSF6
3215,643161,FAM25A
3216,64318,NOC3L
3217,643180,CCT6P3
3218,643201,CEP192P1
3219,643253,CCT6P1
3220,64326,COP1
3221,64327,LMBR1
3222,64328,XPO4
3224,643332,RNASE2CP
3225,64342,HS1BP3
3226,643641,ZNF862
3227,643650,LINC00842
3228,643669,CCER2
3229,643723,LYPLAL1-DT
3230,643749,TRAF3IP2-AS1
3231,64377,CHST8
3232,643770,LINC02453
3233,64395,GMCL1
3234,64398,PALS1
3235,643988,FNDC10
3236,64403,CDH24
3237,64409,GALNT17
3238,644096,SDHAF1
3239,64412,GZF1
3240,644168,DRGX
3241,64426,SUDS3
3242,64428,CIAO3
3243,64432,MRPS25
3244,64434,NOM1
3245,644554,LOC644554
3246,644656,LOC644656
3247,644694,CDRT15P2
3248,644815,FAM83G
3249,644838,LINC01829
3250,644873,SLC12A2-DT
3251,6449,SGTA
3252,64499,TPSB2
3253,6450,SH3BGR
3254,64518,TEKT3
3255,645191,LINGO3
3256,645212,EIF3J-DT
3257,645249,MNX1-AS1
3258,645431,FUT8-AS1
3259,6455,SH3GL1
3260,645513,SEPTIN7P14
3261,645784,ANKRD36BP2
3262,64579,NDST4
3263,64581,CLEC7A
3264,64582,GPR135
3265,64598,MOSPD3
3266,645996,NAP1L6P
3267,646,BNC1
3268,646019,CBY3
3269,646074,POM121L10P
3270,646324,LINC00607
3271,646603,C4orf51
3272,646626,BCL10-AS1
3273,646719,NIPBL-DT
3274,646903,LOC646903
3275,64693,CTAGE1
3276,64699,TMPRSS3
3277,647087,STMP1
3278,64710,NUCKS1
3279,64714,PDIA2
3280,647310,TEX22
3281,64755,RUSF1
3282,64764,CREB3L2
3283,64766,S100PBP
3284,64768,IPPK
3285,64769,MEAF6
3286,64771,ILRUN
3287,64772,ENGASE
3288,64777,RMND5B
3289,64779,MTHFSD
3290,6478,SIAH2
3291,64781,CERK
3292,64792,IFT22
3293,64793,CEP85
3294,64795,RMND5A
3295,64799,IQCH
3296,64800,EFCAB6
3297,64839,FBXL17
3298,64840,PORCN
3299,64843,ISL2
3300,64848,YTHDC2
3301,64852,TUT1
3302,64858,DCLRE1B
3303,64863,METTL4
3304,6489,ST8SIA1
3305,6491,STIL
3306,64927,TTC23
3307,64968,MRPS6
3308,6497,SKI
3309,64975,MRPL41
3310,64979,MRPL36
3311,6498,SKIL
3312,6500,SKP1
3313,65009,NDRG4
3314,6502,SKP2
3315,65057,ACD
3316,65059,RAPH1
3317,65078,RTN4R
3318,650794,MIPEPP3
3319,6508,SLC4A3
3320,65084,TMEM135
3321,65094,JMJD4
3322,65095,KRI1
3323,65124,SOWAHC
3324,651430,FLJ38576
3325,6521,SLC4A1
3326,6522,SLC4A2
3327,65244,SPATS2
3328,6526,SLC5A3
3329,65260,COA7
3330,65263,PYCR3
3331,65265,C8orf33
3332,65266,WNK4
3333,653238,GTF2H2B
3334,6533,SLC6A6
3335,653308,ASAH2B
3336,653479,MRPL45P2
3337,653483,AFDN-DT
3338,653489,RGPD3
3339,653499,LGALS7B
3340,653513,LOC653513
3341,653784,MZT2A
3342,6541,SLC7A1
3343,654254,ZNF732
3344,654342,LSP1P4
3345,654364,NME1-NME2
3346,654463,FER1L6
3347,6545,SLC7A4
3348,6557,SLC12A1
3349,6558,SLC12A2
3350,6566,SLC16A1
3351,6572,SLC18A3
3352,6574,SLC20A1
3353,6585,SLIT1
3354,6586,SLIT3
3355,6588,SLN
3356,659,BMPR2
3357,6595,SMARCA2
3358,6597,SMARCA4
3359,65983,GRAMD2B
3360,6599,SMARCC1
3361,65990,ANTKMT
3362,65991,FUNDC2
3363,65997,RASL11B
3364,65998,ZFTA
3365,66037,BOLL
3366,661,POLR3D
3367,6610,SMPD2
3368,6611,SMS
3369,6612,SUMO3
3370,6613,SUMO2
3371,6616,SNAP25
3372,6617,SNAPC1
3373,6627,SNRPA1
3374,6633,SNRPD2
3375,664,BNIP3
3376,6643,SNX2
3377,6647,SOD1
3378,665,BNIP3L
3379,6650,CAPN15
3380,6653,SORL1
3381,6654,SOS1
3382,6655,SOS2
3383,6660,SOX5
3384,6666,SOX12
3385,6668,SP2
3386,667,DST
3387,6675,UAP1
3388,6676,SPAG4
3389,668,FOXL2
3390,6683,SPAST
3391,6687,SPG7
3392,6695,SPOCK1
3393,6708,SPTA1
3394,6709,SPTAN1
3395,6713,SQLE
3396,6715,SRD5A1
3397,6717,SRI
3398,6718,AKR1D1
3399,6721,SREBF2
3400,6723,SRM
3401,6729,SRP54
3402,6738,RO60
3403,6744,ITPRID2
3404,6745,SSR1
3405,6747,SSR3
3406,675,BRCA2
3407,6752,SSTR2
3408,6754,SSTR4
3409,6764,DENND2B
3410,6772,STAT1
3411,6773,STAT2
3412,6777,STAT5B
3413,677769,SCARNA17
3414,677779,LINC00488
3415,677805,SNORA18
3416,677842,SNORA50C
3417,677844,SNORA78
3418,678,ZFP36L2
3419,6785,ELOVL4
3420,6786,STIM1
3421,6789,STK4
3422,6791,AURKAP1
3423,6792,CDKL5
3424,6793,STK10
3425,6794,STK11
3426,6810,STX4
3427,6814,STXBP3
3428,6830,SUPT6H
3429,6834,SURF1
3430,6838,SURF6
3431,6843,VAMP1
3432,6844,VAMP2
3433,6853,SYN1
3434,6855,SYP
3435,686,BTD
3436,6862,TBXT
3437,6869,TACR1
3438,6874,TAF4
3439,6875,TAF4B
3440,6879,TAF7
3441,6881,TAF10
3442,6883,TAF12
3443,6884,TAF13
3444,6886,TAL1
3445,6888,TALDO1
3446,6894,TARBP1
3447,6904,TBCD
3448,6905,TBCE
3449,6907,TBL1X
3450,6911,TBX6
3451,6916,TBXAS1
3452,692094,MSMP
3453,693133,MIR550A1
3454,693134,MIR550A2
3455,693160,MIR575
3456,693176,MIR591
3457,693181,MIR596
3458,693217,MIR632
3459,693221,MIR636
3460,693222,MIR637
3461,693235,MIR92B
3462,6935,ZEB1
3463,6936,GCFC2
3464,6988,TCTA
3465,699,BUB1
3466,6991,DYNLT2
3467,7001,PRDX2
3468,7003,TEAD1
3469,7007,TECTA
3470,7012,TERC
3471,7023,TFAP4
3472,7027,TFDP1
3473,7046,TGFBR1
3474,7048,TGFBR2
3475,7072,TIA1
3476,708,C1QBP
3477,7082,TJP1
3478,7088,TLE1
3479,7102,TSPAN7
3480,7107,GPR137B
3481,7109,TRAPPC10
3482,7110,TMF1
3483,7112,TMPO
3484,713,C1QB
3485,714,C1QC
3486,7150,TOP1
3487,7155,TOP2B
3488,7159,TP53BP2
3489,7163,TPD52
3490,7165,TPD52L2
3491,7167,TPI1
3492,7168,TPM1
3493,7172,TPMT
3494,7177,TPSAB1
3495,7178,TPT1
3496,7182,NR2C2
3497,7185,TRAF1
3498,7187,TRAF3
3499,7204,TRIO
3500,7205,TRIP6
3501,7220,TRPC1
3502,7227,TRPS1
3503,724102,SNHG4
3504,7249,TSC2
3505,7257,TSNAX
3506,7264,GFUS
3507,7265,TTC1
3508,7267,TTC3
3509,7274,TTPA
3510,727866,FAM156B
3511,727936,GXYLT2
3512,7280,TUBB2A
3513,728012,MCHR2-AS1
3515,728194,RSPH10B2
3516,728233,PI4KAP1
3517,728323,LINC01881
3518,728340,GTF2H2C
