,ENTREZID,SYMBOL
5821,339929,LPP-AS2
5822,340120,ANKRD34B
5823,340168,DPPA5
5824,340277,FAM221A
5825,340351,AGBL3
5826,340515,LINC01501
5827,340526,RTL5
5828,341276,OR10A2
5829,3416,IDE
5830,342035,GLDN
5831,343069,HNRNPCL1
5832,344558,SH3RF3
5833,345462,ZNF879
5834,3455,IFNAR2
5835,346157,ZNF391
5836,347127,SPATA31D5P
5837,347733,TUBB2B
5838,347736,NME9
5839,347741,OTOP3
5840,347918,EP400P1
5841,348110,ARPIN
5842,3486,IGFBP3
5843,348645,MIR3667HG
5844,348654,GEN1
5845,348995,NUP43
5846,349075,ZNF713
5847,349152,DPY19L2P2
5848,349633,PLET1
5849,3508,IGHMBP2
5850,352954,CASTOR3P
5851,353142,LCE3A
5852,353324,SPATA12
5853,353355,ZNF233
5854,353500,BMP8A
5855,356,FASLG
5856,3570,IL6R
5857,3580,CXCR2P1
5858,3592,IL12A
5859,3603,IL16
5860,3604,TNFRSF9
5861,3622,ING2
5862,3628,INPP1
5863,3652,IPP
5864,3675,ITGA3
5865,3685,ITGAV
5866,3690,ITGB3
5867,3705,ITPK1
5868,3714,JAG2
5869,3732,CD82
5870,3742,KCNA6
5871,3746,KCNC1
5872,374900,ZNF568
5873,375035,SFT2D2
5874,375133,PI4KAP2
5875,375287,RBM43
5876,375298,CERKL
5877,375316,RBM44
5878,375337,TOPAZ1
5879,375611,SLC26A5
5880,3757,KCNH2
5881,375790,AGRN
5882,3761,KCNJ4
5883,376132,LRRC10
5884,3767,KCNJ11
5885,3769,KCNJ13
5886,3777,KCNK3
5887,378708,CENPS
5888,3799,KIF5B
5889,381,ARF5
5890,3832,KIF11
5891,3848,KRT1
5892,3854,KRT6B
5893,386617,KCTD8
5894,387,RHOA
5895,387097,C6orf147
5896,387254,SLC7A5P2
5897,387787,LIPT2
5898,387856,CCDC184
5899,388152,GOLGA2P7
5900,3882,KRT32
5901,388341,LRRC75A
5902,388381,SPMAP1
5903,388523,ZNF728
5904,388564,TMEM238
5905,388591,RNF207
5906,388662,SLC6A17
5907,388677,NOTCH2NLA
5908,388753,COA6
5909,388796,SNHG17
5910,388965,FUNDC2P2
5911,389136,VGLL3
5912,389170,LEKR1
5914,389549,FEZF1
5915,389791,PTGES2-AS1
5916,389792,IER5L
5917,390110,ACCSL
5918,390439,OR11G2
5919,3908,LAMA2
5920,3911,LAMA5
5921,391365,SULT6B1
5922,3915,LAMC1
5923,3916,LAMP1
5924,3918,LAMC2
5925,3920,LAMP2
5926,393,ARHGAP4
5927,3930,LBR
5928,3939,LDHA
5929,396,ARHGDIA
5930,3973,LHCGR
5931,3992,FADS1
5932,3995,FADS3
5933,399694,SHC4
5934,3998,LMAN1
5935,399818,EEF1AKMT2
5936,399949,HOATZ
5937,4001,LMNB1
5938,400456,LETR1
5939,400508,CRYM-AS1
5940,400569,MED11
5941,400713,ZNF880
5942,400954,EML6
5943,400957,REL-DT
5944,400960,PCBP1-AS1
5945,401103,LINC01994
5946,401115,NICOL1
5947,401207,C5orf63
5948,4013,VWA5A
5949,401431,ATP6V0E2-AS1
5950,401474,SAMD12
5951,4017,LOXL2
5952,401720,FIGNL2
5953,401898,ZNF833P
5954,402,ARL2
5955,404037,HAPLN4
5956,404217,CTXN1
5957,4054,LTBP3
5958,406,BMAL1
5959,406913,MIR126
5960,406917,MIR129-1
5961,406920,MIR130B
5962,406944,MIR153-1
5963,406945,MIR153-2
5964,406947,MIR155
5965,406984,MIR200B
5966,406986,MIR203A
5967,406987,MIR204
5968,406997,MIR215
5969,407037,MIR320A
5970,4072,EPCAM
5971,4076,CAPRIN1
5972,4085,MAD2L1
5973,409,ARRB2
5974,4090,SMAD5
5975,4093,SMAD9
5976,41,ASIC1
5977,4116,MAGOH
5978,4124,MAN2A1
5979,4125,MAN2B1
5980,4134,MAP4
5981,4139,MARK1
5982,414059,TBC1D3B
5983,414060,TBC1D3C
5984,4141,MARS1
5985,4142,MAS1
5986,414208,ZNF32-AS2
5987,414212,GLUD1P2
5988,4147,MATN2
5989,414927,MGC34796
5990,415116,PIM3
5991,4152,MBD1
5992,4162,MCAM
5993,4171,MCM2
5994,4194,MDM4
5995,4199,ME1
5996,4205,MEF2A
5997,4214,MAP3K1
5998,4217,MAP3K5
5999,4218,RAB8A
6000,4232,MEST
6001,4245,MGAT1
6002,4247,MGAT2
6003,4254,KITLG
6004,4282,MIF
6005,4285,MIPEP
6006,4286,MITF
6007,4291,MLF1
6008,4299,AFF1
6009,4330,MN1
6010,435,ASL
6011,4354,MPP1
6012,440,ASNS
6013,440193,CCDC88C
6014,440253,WHAMMP2
6015,440278,CATSPER2P1
6016,440452,TBC1D3P2
6017,440465,BAIAP2-DT
6018,440498,HSBP1L1
6019,440563,HNRNPCL2
6020,440567,UQCRHL
6021,440584,SLC2A1-DT
6022,440799,P2RX6P
6023,440829,SHISA8
6024,440900,LINC01191
6025,440952,EIF1B-AS1
6026,440957,UQCC5
6027,441072,IL6ST-DT
6028,441108,IRF1-AS1
6029,441150,C6orf226
6030,441155,ZC3H11C
6031,441191,RNF216P1
6032,441204,LINC02981
6033,441250,TYW1B
6034,441355,MIR2052HG
6035,441518,RTL8B
6036,441531,PGAM4
6037,441631,TSPAN11
6038,442425,FOXB2
6039,442523,DPY19L2P4
6040,442578,STAG3L3
6041,442582,STAG3L2
6042,4440,MSI1
6043,4478,MSN
6044,4488,MSX2
6045,4493,MT1E
6046,4544,MTNR1B
6047,4548,MTR
6048,4591,TRIM37
6049,4605,MYBL2
6050,4610,MYCL
6051,4616,GADD45B
6052,4637,MYL6
6053,4645,MYO5B
6054,4646,MYO6
6055,4666,NACA
6056,4677,NARS1
6057,4681,NBL1
6058,4683,NBN
6059,4698,NDUFA5
6060,4704,NDUFA9
6061,4705,NDUFA10
6062,4708,NDUFB2
6063,4712,NDUFB6
6064,4723,NDUFV1
6065,4725,NDUFS5
6066,4744,NEFH
6067,4747,NEFL
6068,475,ATOX1
6069,4760,NEUROD1
6070,4771,NF2
6071,4772,NFATC1
6072,4782,NFIC
6073,4792,NFKBIA
6074,48,ACO1
6075,4804,NGFR
6076,4809,SNU13
6077,4810,NHS
6078,4824,NKX3-1
6079,483,ATP1B3
6080,4848,CNOT2
6081,4860,PNP
6082,4862,NPAS2
6083,489,ATP2A3
6084,4893,NRAS
6085,4897,NRCAM
6086,4898,NRDC
6087,4901,NRL
6088,4916,NTRK3
6089,493,ATP2B4
6090,4931,NVL
6091,493754,RABGEF1P1
6092,493861,EID3
6093,493900,TMEM9B-AS1
6094,493901,RNASE12
6095,494115,RBMXL1
6096,4942,OAT
6097,4943,TBC1D25
6098,494514,TYMSOS
6099,4948,OCA2
6100,4952,OCRL
6101,4953,ODC1
6102,4986,OPRK1
6103,4999,ORC2
6104,5007,OSBP
6105,5034,P4HB
6106,503542,SPRN
6107,5046,PCSK6
6108,5048,PAFAH1B1
6109,5049,PAFAH1B2
6110,50618,ITSN2
6111,50624,CUZD1
6112,50632,CALY
6113,50650,ARHGEF3
6114,5073,PARN
6115,5079,PAX5
6116,50810,HDGFL3
6117,50813,COPS7A
6118,5083,PAX9
6119,5093,PCBP1
6120,5094,PCBP2
6121,5096,PCCB
6122,5099,PCDH7
6123,51002,TPRKB
6124,51003,MED31
6125,51008,ASCC1
6126,51013,EXOSC1
6127,51016,EMC9
6128,51023,MRPS18C
6129,51025,PAM16
6130,51026,GOLT1B
6131,51035,UBXN1
6132,51053,GMNN
6133,51075,TMX2
6134,51076,CUTC
6135,5108,PCM1
6136,51085,MLXIPL
6137,51093,METTL25B
6138,51096,UTP18
6139,51100,SH3GLB1
6140,51110,LACTB2
6141,51116,MRPS2
6142,51126,NAA20
6143,51129,ANGPTL4
6144,51130,ASB3
6145,51193,ZNF639
6146,51194,IPO11
6147,51202,DDX47
6148,51209,RAB9B
6149,51214,IGF2-AS
6150,5125,PCSK5
6151,51253,MRPL37
6152,51266,CLEC1B
6153,51272,BET1L
6154,51278,IER5
6155,5128,CDK17
6156,51286,CEND1
6157,51292,GMPR2
6158,51303,FKBP11
6159,51305,KCNK9
6160,51306,FAM13B
6161,51319,RSRC1
6162,51330,TNFRSF12A
6163,51335,NGRN
6164,5134,PDCD2
6165,51341,ZBTB7A
6166,51368,TEX264
6167,51379,CRLF3
6168,51380,CSAD
6169,51382,ATP6V1D
6170,51388,NIP7
6171,514,ATP5F1E
6172,51421,AMOTL2
6173,5144,PDE4D
6174,51444,RNF138
6175,51450,PRRX2
6176,51460,SFMBT1
6177,51493,RTCB
6178,51497,NELFCD
6179,51510,CHMP5
6180,51512,GTSE1
6181,51513,ETV7
6182,51528,JKAMP
6183,51533,PHF7
6184,51547,SIRT7
6185,5156,PDGFRA
6186,51585,PCF11
6187,51601,LIPT1
6188,51621,KLF13
6189,51637,RTRAF
6190,51639,SF3B6
6191,51642,MRPL48
6192,51654,CDK5RAP1
6193,51669,SARAF
6194,5167,ENPP1
6195,51686,OAZ3
6196,51691,LSM8
6197,5170,PDPK1
6198,51725,FBXO40
6199,51727,CMPK1
6200,51734,MSRB1
6201,51741,WWOX
6202,51747,LUC7L3
6203,51754,TMEM8B
6204,51763,INPP5K
6205,51776,MAP3K20
6206,5178,PEG3
6207,5179,PENK
6208,51808,PHAX
6209,5188,GATB
6210,5191,PEX7
6211,5196,PF4
6212,5198,PFAS
6213,52,ACP1
6214,5202,PFDN2
6215,5203,PFDN4
6216,5209,PFKFB3
6217,5213,PFKM
6218,5229,PGGT1B
6219,5270,SERPINE2
6220,528,ATP6V1C1
6221,5290,PIK3CA
6222,5293,PIK3CD
6223,5310,PKD1
6224,5316,PKNOX1
6225,5325,PLAGL1
6226,5332,PLCB4
6227,53342,IL17D
6228,53345,TM6SF2
6229,53353,LRP1B
6230,53354,PANK1
6231,53358,SHC3
6232,53371,NUP54
6233,53373,TPCN1
6234,5355,PLP2
6235,537,ATP6AP1
6236,53840,TRIM34
6237,53916,RAB4B
6238,5393,EXOSC9
6239,53981,CPSF2
6240,54014,BRWD1
6241,54103,GSAP
6242,54107,POLE3
6243,5411,PNN
6244,5412,UBL3
6245,54149,C21orf91
6246,541565,C8orf58
6247,54187,NANS
6248,54221,SNTG2
6249,5424,POLD1
6250,5427,POLE2
6251,5428,POLG
6252,5433,POLR2D
6253,54345,SOX18
6254,5435,POLR2F
6255,5438,POLR2I
6256,54407,SLC38A2
6257,54441,STAG3L1
6258,54458,PRR13
6259,54465,ETAA1
6260,54469,ZFAND6
6261,54475,NLE1
6262,54476,RNF216
6263,54492,NEURL1B
6264,5450,POU2AF1
6265,54511,HMGCLL1
6266,54516,MTRF1L
6267,54529,ASNSD1
6268,5454,POU3F2
6269,54540,FAM193B
6270,54542,RC3H2
6271,54551,MAGEL2
6272,54566,EPB41L4B
6273,54584,GNB1L
6274,54587,MXRA8
6275,54617,INO80
6276,54619,CCNJ
6277,54664,TMEM106B
6278,54682,MANSC1
6279,54700,RRN3
6280,54758,KLHDC4
6281,54769,DIRAS2
6282,54780,NSMCE4A
6283,5480,PPIC
6284,54806,AHI1
6285,54807,ZNF586
6286,54826,GIN1
6287,54834,GDAP2
6288,54840,APTX
6289,54843,SYTL2
6290,54849,DEF8
6291,54861,SNRK
6292,54867,TMEM214
6293,54877,ZCCHC2
6294,54879,ST7L
6295,54881,TEX10
6296,54888,NSUN2
6297,54890,ALKBH5
6298,54898,ELOVL2
6299,54906,TASOR2
6300,54913,RPP25
6301,54918,CMTM6
6302,54921,CHTF8
6303,54925,ZSCAN32
6304,54928,BPNT2
6305,54929,TMEM161A
6306,5493,PPL
6307,54942,ABITRAM
6308,54957,TXNL4B
6309,54958,TMEM160
6310,550,AUP1
6311,55009,FAM174C
6312,55010,PARPBP
6313,55013,MCUB
6314,55022,PID1
6315,55023,PHIP
6316,55027,HEATR3
6317,55030,FBXO34
6318,55034,MOCOS
6319,55049,REX1BD
6320,55054,ATG16L1
6321,55056,GABPB1-IT1
6322,55062,WIPI1
6323,550631,CCDC157
6324,55074,OXR1
6325,55075,UACA
6326,55081,IFT57
6327,55084,SOBP
6328,5510,PPP1R7
6329,55101,DMAC2
6330,55108,BSDC1
6331,55110,MAGOHB
6332,55111,PLEKHJ1
6333,55116,TMEM39B
6334,55129,ANO10
6335,55130,ODAD2
6336,55131,RBM28
6337,55132,LARP1B
6338,55139,ANKZF1
6339,55148,UBR7
6340,5515,PPP2CA
6341,55150,C19orf73
6342,55151,TMEM38B
6343,55163,PNPO
6344,55168,MRPS18A
6345,55170,PRMT6
6346,55179,FAIM
6347,55207,ARL8B
6348,55208,DCUN1D2
6349,55212,BBS7
6350,55224,ETNK2
6351,55227,LRRC1
6352,55229,PANK4
6353,55240,STEAP3
6354,55244,SLC47A1
6355,55246,CCDC25
6356,55251,PCMTD2
6357,55253,TYW1
6358,55254,TMEM39A
6359,55256,ADI1
6360,55258,THNSL2
6361,55262,TRAPPC14
6362,55266,TMEM19
6363,5527,PPP2R5C
6364,55270,NUDT15
6365,55272,IMP3
6366,5528,PPP2R5D
6367,55280,CWF19L1
6368,55283,MCOLN3
6369,55295,KLHL26
6370,55308,DDX19A
6371,553103,MIR3936HG
6372,55312,RFK
6373,553158,PRR5-ARHGAP8
6374,55317,AP5S1
6375,55319,TMA16
6376,55326,AGPAT5
6377,55328,RNLS
6378,55331,ACER3
6379,55332,DRAM1
6380,55340,GIMAP5
6381,55343,SLC35C1
6382,55345,ZGRF1
6383,55347,ABHD10
6384,55349,CHDH
6385,55353,LAPTM4B
6386,5536,PPP5C
6387,5537,PPP6C
6388,55379,LRRC59
6389,5538,PPT1
6390,55388,MCM10
6391,554201,CCDC148-AS1
6392,554206,LOC554206
6393,554251,FBXO48
6394,55437,STRADB
6395,5546,PRCC
6396,55471,NDUFAF7
6397,55509,BATF3
6398,55521,TRIM36
6399,55536,CDCA7L
6400,55544,RBM38
6401,55545,MSX2P1
6402,55552,ZNF823
6403,55558,PLXNA3
6404,55565,ZNF821
6405,55572,FOXRED1
6406,55582,KIF27
6407,55588,MED29
6408,55593,OTUD5
6409,55608,ANKRD10
6410,55623,THUMPD1
6411,55629,PNRC2
6412,5563,PRKAA2
6413,55634,KRBOX4
6414,55635,DEPDC1
6415,5564,PRKAB1
6416,55643,BTBD2
6417,55659,ZNF416
6418,55661,DDX27
6419,55670,PEX26
6420,55672,NBPF1
6421,55676,SLC30A6
6422,55684,RABL6
6423,55686,MREG
6424,55689,YEATS2
6425,55698,RADIL
6426,55703,POLR3B
6427,55711,FAR2
6428,55715,DOK4
6429,55719,SLF2
6430,55728,N4BP2
6431,55729,ATF7IP
6432,55739,NAXD
6433,55742,PARVA
6434,55750,AGK
6435,55753,OGDHL
6436,55766,H2AJ
6437,55769,ZNF83
6438,5578,PRKCA
6439,55780,ERMARD
6440,55781,RIOK2
6441,55783,CMTR2
6442,55787,TXLNG
6443,55788,LMBRD1
6444,55795,PCID2
6445,55798,METTL2B
6446,55799,CACNA2D3
6447,5580,PRKCD
6448,55837,EAPP
6449,55847,CISD1
6450,55858,TMEM165
6451,55870,ASH1L
6452,55871,ZNG1A
6453,55888,ZKSCAN7
6454,55890,GPRC5C
6455,55898,UNC45A
6456,5590,PRKCZ
6457,55900,ZNF302
6458,55904,KMT2E
6459,55905,RNF114
6460,55915,LANCL2
6461,5592,PRKG1
6462,5593,PRKG2
6463,5596,MAPK4
6464,55970,GNG12
6465,55971,BAIAP2L1
6466,5601,MAPK9
6467,5603,MAPK13
6468,56033,BARX1
6469,5605,MAP2K2
6470,56052,ALG1
6471,5606,MAP2K3
6472,56172,ANKH
6473,5621,PRNP
6474,56252,YLPM1
6475,56257,MEPCE
6476,56267,KYAT3
6477,56270,WDR45B
6478,56288,PARD3
6479,56301,SLC7A10
6480,5638,PRRG1
6481,5663,PSEN1
6482,56648,EIF5A2
6483,56654,NPDC1
6484,5681,PSKH1
6485,5686,PSMA5
6486,5689,PSMB1
6487,56890,MDM1
6488,56892,TCIM
6489,56896,DPYSL5
6490,56901,NDUFA4L2
6491,56902,PNO1
6492,56919,DHX33
6493,5692,PSMB4
6494,56929,FEM1C
6495,56941,HMCES
6496,56942,CMC2
6497,56947,MFF
6498,56951,C5orf15
6499,56954,NIT2
6500,5699,PSMB10
6501,56993,TOMM22
6502,57002,YAE1
6503,57003,CCDC47
6504,57026,PDXP
6505,57037,ANKMY2
6506,57048,PLSCR3
6507,57050,UTP3
6508,57060,PCBP4
6509,57062,DDX24
6510,5707,PSMD1
6511,5708,PSMD2
6512,5709,PSMD3
6513,57095,PITHD1
6514,57118,CAMK1D
6515,57120,GOPC
6516,57128,LYRM4
6517,57136,APMAP
6518,57142,RTN4
6519,57156,TMEM63C
6520,5716,PSMD10
6521,57161,PELI2
6522,5717,PSMD11
6523,5718,PSMD12
6524,57180,ACTR3B
6525,57181,SLC39A10
6526,57185,NIPAL3
6527,57188,ADAMTSL3
6528,5719,PSMD13
6529,57192,MCOLN1
6530,57210,SLC45A4
6531,57214,CEMIP
6532,57215,THAP11
6533,57222,ERGIC1
6534,57223,PPP4R3B
6535,57226,LYRM2
6536,57228,SMAGP
6537,5725,PTBP1
6538,5728,PTEN
6539,573,BAG1
6540,5733,PTGER3
6541,5737,PTGFR
6542,57403,RAB22A
6543,57412,AS3MT
6544,57419,SLC24A3
6545,57446,NDRG3
6546,57448,BIRC6
6547,574514,MIR509-1
6548,57458,TMCC3
6549,57459,GATAD2B
6550,5746,PTH2R
6551,57461,ISY1
6552,57469,PNMA8B
6553,57475,PLEKHH1
6554,57484,RNF150
6555,57489,ODF2L
6556,57493,HEG1
6557,57495,NWD2
6558,57498,KIDINS220
6559,57504,MTA3
6560,57526,PCDH19
6561,5754,PTK7
6562,57556,SEMA6A
6563,5756,TWF1
6564,57569,ARHGAP20
6565,57584,ARHGAP21
6566,57587,CFAP97
6567,57593,EBF4
6568,57600,FNIP2
6569,57606,SLAIN2
6570,57630,SH3RF1
6571,57661,PHRF1
6572,57665,RDH14
6573,57677,ZFP14
6574,5768,QSOX1
6575,57697,FANCM
6576,57700,FHIP2A
6577,57706,DENND1A
6578,57707,MEAK7
6579,57713,SFMBT2
6580,57719,ANO8
6581,57722,IGDCC4
6582,57728,WDR19
6583,57731,SPTBN4
6584,57758,SCUBE2
6585,57805,CCAR2
6586,5781,PTPN11
6587,57820,CCNB1IP1
6588,57864,SLC46A2
6589,579,NKX3-2
6590,5791,PTPRE
6591,580,BARD1
6592,58155,PTBP2
6593,5819,NECTIN2
6594,5822,PWP2
6595,5829,PXN
6596,583,BBS2
6597,5832,ALDH18A1
6598,5834,PYGB
6599,58500,ZNF250
6600,58509,CACTIN
6601,58524,DMRT3
6602,58531,PRM3
6603,58533,SNX6
6604,5860,QDPR
6605,5862,RAB2A
6606,5868,RAB5A
6607,5870,RAB6A
6608,5871,MAP4K2
6609,5877,RABIF
6610,5881,RAC3
6611,5888,RAD51
6612,5900,RALGDS
6613,5908,RAP1B
6614,59084,ENPP5
6615,5912,RAP2B
6616,5915,RARB
6617,5923,RASGRF1
6618,59284,CACNG7
6619,5932,RBBP8
6620,59336,PRDM13
6621,5934,RBL2
6622,5935,RBM3
6623,5937,RBMS1
6624,595,CCND1
6625,595098,SNORD18A
6626,595099,SNORD18B
6627,595101,SMG1P5
6628,5962,RDX
6629,5970,RELA
6630,5973,RENBP
6631,5979,RET
6632,5984,RFC4
6633,6002,RGS12
6634,6009,RHEB
6635,6016,RIT1
6636,6023,RMRP
6637,60386,SLC25A19
6638,60401,EDA2R
6639,60412,EXOC4
6640,60436,TGIF2
6641,60481,ELOVL5
6642,60485,SAV1
6643,6049,RNF6
6644,60491,NIF3L1
6645,60493,FASTKD5
6646,6050,RNH1
6647,60528,ELAC2
6648,60529,ALX4
6649,60560,NAA35
6650,6059,ABCE1
6651,60598,KCNK15
6652,60626,RIC8A
6653,606551,UBE2MP1
6654,60672,MIIP
6655,60678,EEFSEC
6656,6093,ROCK1
6657,610,HCN2
6658,6103,RPGR
6659,6132,RPL8
6660,6134,RPL10
6661,6138,RPL15
6662,6141,RPL18
6663,6147,RPL23A
6664,6154,RPL26
6665,6159,RPL29
6666,6173,RPL36A
6667,6183,MRPS12
6668,6184,RPN1
6669,6187,RPS2
6670,6188,RPS3
6671,6189,RPS3A
6672,619498,SNORD74
6673,6195,RPS6KA1
6674,619505,SNORA21
6675,6203,RPS9
6676,6224,RPS20
6677,6229,RPS24
6678,6238,RRBP1
6679,6239,RREB1
6680,6240,RRM1
6681,6248,RSC1A1
6682,6251,RSU1
6683,6252,RTN1
6684,6258,RXRG
6685,6299,SALL1
6686,63027,SLC22A23
6687,6303,SAT1
6688,631,BFSP1
6689,6311,ATXN2
6690,6338,SCNN1B
6691,6341,SCO1
6692,6342,SCP2
6693,6355,CCL8
6694,6386,SDCBP
6695,6387,CXCL12
6696,63877,FAM204A
6697,63898,SH2D4A
6698,6390,SDHB
6699,63905,MANBAL
6700,63925,ZNF335
6701,63932,STEEP1
6702,63935,PCIF1
6703,63950,DMRTA2
6704,6396,SEC13
6705,6397,SEC14L1
6706,63977,PRDM15
6707,6398,SECTM1
6708,6399,TRAPPC2
6709,64065,PERP
6710,64072,CDH23
6711,64077,LHPP
6712,64089,SNX16
6713,64091,POPDC2
6714,64097,EPB41L4A
6715,641,BLM
6716,64123,ADGRL4
6717,641298,SMG1P1
6718,64131,XYLT1
6719,641339,ZNF674
6720,64151,NCAPG
6721,6416,MAP2K4
6722,641638,SNHG6
6723,6419,SETMAR
6724,642,BLMH
6725,6421,SFPQ
6726,64219,PJA1
6727,64223,MLST8
6728,642280,ZNF876P
6729,6423,SFRP2
6730,64282,TENT4B
6731,642846,LOC642846
6732,6429,SRSF4
6733,642968,FAM163B
6734,643,CXCR5
6735,6432,SRSF7
6736,6433,SFSWAP
6737,6434,TRA2B
6738,643542,DSEL-AS1
6739,64376,IKZF5
6740,643836,ZFP62
6741,643837,LINC01128
6742,643853,TMPPE
6743,64393,ZMAT3
6744,64399,HHIP
6745,644,BLVRA
6746,644019,ZNG1F
6747,64405,CDH22
6748,64410,KLHL25
6749,644128,RPL23AP53
6750,644150,WIPF3
6751,64418,TMEM168
6752,64430,PCNX4
6753,644353,ZCCHC18
6754,644538,SMIM10
6755,64493,LINC00235
6756,64506,CPEB1
6757,645121,CCNI2
6758,6452,SH3BP2
6759,645206,LINC00693
6760,6453,ITSN1
6761,6456,SH3GL2
6762,6457,SH3GL3
6763,6461,SHB
6764,646113,LINC00643
6765,646243,CXADRP2
6766,646396,REREP3
6767,64645,MFSD14A
6768,646450,ARIH2OS
6769,64651,CSRNP1
6770,646627,LYPD8
6771,646658,SYNDIG1L
6772,646762,LOC646762
6773,646851,FAM227A
6774,6469,SHH
6775,6470,SHMT1
6776,64711,HS3ST6
6777,64718,UNKL
6778,6472,SHMT2
6779,64747,MFSD1
6780,64754,SMYD3
6781,64759,TNS3
6782,64760,FHIP2B
6783,64770,CCDC14
6784,64776,CFAP68
6785,64782,AEN
6786,64784,CRTC3
6787,64786,TBC1D15
6788,64787,EPS8L2
6789,647946,MIR924HG
6790,6483,ST3GAL2
6791,6484,ST3GAL4
6792,64844,MARCHF7
6793,64859,NABP1
6794,64866,CDCP1
6795,64895,PAPOLG
6796,649,BMP1
6797,64924,SLC30A5
6798,64925,CCDC71
6799,64946,CENPH
6800,64965,MRPS9
6801,64976,MRPL40
6802,650,BMP2
6803,65005,MRPL9
6804,65010,SLC26A6
6805,6505,SLC1A1
6806,65062,TMEM237
6807,65082,VPS33A
6808,6509,SLC1A4
6809,65109,UPF3B
6810,65110,UPF3A
6811,65117,RSRC2
6812,6513,SLC2A1
6813,651746,ANKRD33B
6814,6520,SLC3A2
6815,6524,SLC5A2
6816,65243,ZFP69B
6817,6525,SMTN
6818,65250,CPLANE1
6819,65258,MPPE1
6820,65264,UBE2Z
6821,65267,WNK3
6822,65268,WNK2
6823,6529,SLC6A1
6824,652991,SKOR2
6825,653113,FAM86FP
6826,653121,ZBTB8A
6827,653160,GPR199P
6828,6532,SLC6A4
6829,653319,MATCAP1
6830,653333,FAM86B2
6831,6534,SLC6A7
6832,6535,SLC6A8
6833,653604,H3C13
6834,653645,TBC1D3P1-DHX40P1
6835,653653,LOC653653
6836,653687,FAM226B
6837,6538,SLC6A11
6838,653820,FAM72B
6840,6547,SLC8A3
6841,6548,SLC9A1
6842,6550,SLC9A3
6843,656,BMP8B
6844,657,BMPR1A
6845,6571,SLC18A2
6846,6576,SLC25A1
6847,6578,SLCO2A1
6848,658,BMPR1B
6849,6581,SLC22A3
6850,6583,SLC22A4
6851,6584,SLC22A5
6852,6591,SNAI2
6853,6596,HLTF
6854,65975,STK33
6855,65977,PLEKHA3
6856,65982,ZSCAN18
6857,65992,DDRGK1
6858,65993,MRPS34
6859,66000,TMEM108
6860,6601,SMARCC2
6861,6602,SMARCD1
6862,6605,SMARCE1
6863,6606,SMN1
6864,6607,SMN2
6865,6618,SNAPC2
6866,6620,SNCB
6867,6625,SNRNP70
6868,663,BNIP2
6869,6641,SNTB1
6870,664614,MIR545
6871,6658,SOX3
6872,6667,SP1
6873,6691,SPINK2
6874,673,BRAF
6875,6731,SRP72
6876,6732,SRPK1
6877,6734,SRPRA
6878,6746,SSR2
6879,6748,SSR4
6880,6750,SST
6881,677766,SCARNA2
6882,677795,SNORA5B
6883,677833,SNORA54
6884,6787,NEK4
6885,6804,STX1A
6886,6811,STX5
6887,6812,STXBP1
6888,682,BSG
6889,6835,SURF2
6890,6836,SURF4
6891,6839,SUV39H1
6892,6861,SYT5
6893,6871,TADA2A
6894,6877,TAF5
6895,6878,TAF6
6896,6899,TBX1
6897,6901,TAFAZZIN
6898,6913,TBX15
6899,6917,TCEA1
6900,692085,SNORD45C
6901,6921,ELOC
6902,692111,SNORD71
6903,692225,SNORD94
6904,692227,SNORD104
6905,6924,ELOA
6906,693149,MIR564
6907,693177,MIR592
6908,693183,MIR598
6909,693187,MIR602
6910,6932,TCF7
6911,693207,MIR622
6912,693223,MIR638
6913,693224,MIR639
6914,6939,TCF15
6915,6940,ZNF354A
6916,6947,TCN1
6917,6954,TCP11
6918,7014,TERF2
6919,7016,TESK1
6920,7022,TFAP2C
6921,7029,TFDP2
6922,7030,TFE3
6923,7037,TFRC
6924,7039,TGFA
6925,7045,TGFBI
6926,7058,THBS2
6927,7059,THBS3
6928,7068,THRB
6929,7077,TIMP2
6930,7086,TKT
6931,7093,TLL2
6932,7097,TLR2
6933,71,ACTG1
6934,7105,TSPAN6
6935,7106,TSPAN4
6936,711,ERC2-IT1
6937,7128,TNFAIP3
6938,7133,TNFRSF1B
6939,7156,TOP3A
6940,7181,NR2C1
6941,7188,TRAF5
6942,724028,MIR658
6943,724030,MIR660
6944,7247,TSN
6945,7260,EIPR1
6946,7262,PHLDA2
6947,7270,TTF1
6948,7277,TUBA4A
6949,728040,LINC02499
6950,728116,ZBTB8B
6951,728294,D2HGDH
6952,7283,TUBG1
6953,728431,LITATS1
6954,728464,METTL24
6955,7286,TUFT1
6956,728609,SDHAP3
6957,728661,SLC35E2B
6958,729080,LOC729080
6959,729230,CCR2
6960,729234,FAHD2CP
6961,729264,TP53TG3D
6962,729288,ZNF286B
6963,7295,TXN
6964,729506,LINC02226
6965,729515,TMEM242
6966,729582,DIRC3
6967,729723,DNAJC27-AS1
6968,729747,ZNF878
6969,7316,UBC
6970,731779,LINC01300
6971,7322,UBE2D2
6972,7337,UBE3A
6973,7341,SUMO1
6974,735,C9
6975,735301,SNHG9
6976,7357,UGCG
6977,7368,UGT8
6978,7372,UMPS
6979,7374,UNG
6980,7381,UQCRB
6981,7386,UQCRFS1
6982,7390,UROS
6983,7399,USH2A
6984,740,MRPL49
6985,7419,VDAC3
6986,7428,VHL
