"","Row.names","Gene.Symbol","ID","id","V12CBD","V15CBD","V59CBD","V75CBD","V77CBD","V96CBD","V99CBD","V100CBD","V12DMSO","V15DMSO","V59DMSO","V75DMSO","V77DMSO","V96DMSO","V99DMSO","V100DMSO"
"721","RRP8","RRP8","203170_at",3767,-0.18287842,-0.2564512,-0.2100145,-0.21859443,-0.2553284,-0.18093643,-0.22395234,-0.15106797,-0.23056065,-0.25596833,-0.2166786,-0.2251414,-0.23070383,-0.22109175,-0.23679549,-0.25158554
"2","ABCB6","ABCB6","203191_at",3785,-0.14114144,-0.39606902,-0.44963488,-0.41769063,-0.38733363,-0.39914352,-0.028278194,-0.345504,-0.24499379,-0.49084303,-0.34939104,-0.3562079,-0.2889585,-0.28079945,-0.26003236,-0.293909
"846","TLE1","TLE1","203220_s_at",3807,-0.097423635,-0.0070963274,0.089598924,-0.035850257,-0.08993534,0.026164409,-0.13500807,-0.2675411,0.014617939,-0.01195474,0.063654765,-0.0067161988,-0.00011208615,0.03750523,0.0533529,-0.01139861
"286","FBXO11","FBXO11","203255_at",3833,-0.83026046,-0.8763875,-0.87362766,-0.8811033,-0.8067262,-0.86429906,-0.8614297,-0.83101314,-0.8132158,-0.92809135,-0.83182687,-0.8467815,-0.8200914,-0.81477106,-0.81889796,-0.8111412
"368","HS2ST1","HS2ST1","203284_s_at",3856,0.091323026,0.43543866,0.2417813,0.3121589,0.10789609,0.2650493,0.22767605,0.31555027,0.076664984,0.48570257,0.13289584,0.19077879,0.12708719,0.081575826,0.107703686,0.13157094
"775","SOCS2","SOCS2","203372_s_at",3921,-0.54510087,-0.43448204,-0.54015607,-0.45727146,-0.47360766,-0.54739165,-0.593397,-0.4687515,-0.55597746,-0.32701904,-0.5679499,-0.4797782,-0.54390925,-0.5533902,-0.5570108,-0.54108083
"35","APOE","APOE","203382_s_at",3928,-0.59629756,-0.56611437,-0.5608847,-0.45672348,-0.54035646,-0.50350744,-0.6538984,-0.5285593,-0.6236436,-0.5098695,-0.63830376,-0.5736731,-0.62040454,-0.6261616,-0.630581,-0.60843366
"355","HES1","HES1","203394_s_at",3940,-0.5506528,-0.51689804,-0.27304572,-0.4035159,-0.48566255,-0.33644456,-0.6848301,-0.4568149,-0.5995295,-0.49734595,-0.4923126,-0.58554494,-0.5764565,-0.5727633,-0.5765816,-0.58746046
"269","EPN2","EPN2","203463_s_at",3997,-0.67676204,-0.5476049,-0.56925505,-0.5552964,-0.5759667,-0.59655756,-0.6329358,-0.50967246,-0.6526084,-0.51948917,-0.61944884,-0.61018384,-0.6459021,-0.6518955,-0.6469429,-0.6294695
"870","TRAPPC3","TRAPPC3","203511_s_at",4039,-0.2846462,-0.312749,-0.32971108,-0.3597561,-0.19696225,-0.33865345,-0.31469896,-0.3072442,-0.27126446,-0.44510856,-0.2907525,-0.32615623,-0.26216167,-0.26252225,-0.25996464,-0.22553204
"388","IGF1R","IGF1R","203628_at",4133,0.10771833,0.026975628,-0.03170372,0.011572288,-0.009345011,-0.07149761,0.22693385,0.068352886,0.02629778,0.048930094,0.00017103546,0.031309783,0.023494767,0.008838192,0.0091700815,-0.013725628
"292","FGFR2","FGFR2","203638_s_at",4142,0.41150013,0.25064045,0.1894117,0.32323995,0.27999908,0.3703574,0.71301657,0.44192988,0.38455787,0.32872835,0.27034825,0.34770072,0.36220935,0.41073403,0.4356138,0.35854656
"67","BCL2","BCL2","203684_s_at",4180,-0.035331827,-0.12200515,-0.2233454,-0.3469763,-0.0690822,-0.17251328,-0.09403919,-0.21191183,0.10516892,-0.12181166,-0.019262427,-0.12333281,0.03151565,0.058392536,0.0299798,0.15084201
"309","FZD7","FZD7","203706_s_at",4197,-0.21772352,-0.16129184,-0.14969699,-0.0982662,-0.0879149,-0.11238206,-0.2828161,0.012732041,-0.24601097,-0.08111769,-0.23469839,-0.19816057,-0.25807354,-0.22537269,-0.24311057,-0.23299673
"22","AKAP8","AKAP8","203847_s_at",4323,-0.40694416,-0.69163674,-0.61603934,-0.5647298,-0.4568386,-0.575067,-0.50831956,-0.4343948,-0.4183472,-0.812826,-0.46276915,-0.4950671,-0.4363202,-0.4525498,-0.45933005,-0.4644728
"675","RAB11FIP2","RAB11FIP2","203883_s_at",4357,0.3614745,0.7335217,0.4011437,0.573758,0.39349037,0.22679819,0.46857065,0.20128304,0.43543524,0.9369756,0.43075192,0.6458124,0.4531775,0.45708087,0.40372592,0.44084865
"327","GNA11","GNA11","204248_at",4685,0.090123504,0.023251923,0.13552278,0.016221078,0.17228754,0.13416995,0.08327173,-0.18117076,0.16651349,-0.08033341,0.15535994,0.07977699,0.17994925,0.19629279,0.18664512,0.18039608
"615","PMAIP1","PMAIP1","204286_s_at",4720,-0.45206836,-0.28926718,-0.3654549,-0.27853018,-0.27393398,-0.26534253,-0.4337197,-0.20620151,-0.4021087,-0.1661991,-0.42852908,-0.311149,-0.35979298,-0.3697394,-0.3813979,-0.3615447
"308","FZD1","FZD1","204452_s_at",4876,-0.8499211,-0.8968127,-0.8589297,-0.9201956,-0.8381228,-0.8895555,-0.8858599,-0.84870636,-0.8399671,-0.9310686,-0.8478243,-0.885312,-0.84240043,-0.8362859,-0.83924645,-0.8283803
"72","BID","BID","204493_at",4911,0.03545518,0.046553563,0.18057428,0.07123295,0.014905933,0.088094406,0.01469874,-0.12333877,0.03944419,0.0603075,0.081458114,0.05227894,0.025618462,0.039628554,0.044451848,0.027183015
"416","KCNK1","KCNK1","204678_s_at",5077,-0.6936516,-0.6938031,-0.669085,-0.66829884,-0.6309739,-0.64714354,-0.76418227,-0.74202645,-0.68011653,-0.66177815,-0.6867894,-0.68399084,-0.6840382,-0.67411655,-0.6825984,-0.66816217
"125","CDC25A","CDC25A","204696_s_at",5093,-0.52950615,-0.3449162,-0.40888253,-0.41876075,-0.5666159,-0.5007738,-0.34426236,-0.65565056,-0.47729534,-0.3292327,-0.4124904,-0.4237037,-0.47050917,-0.5012609,-0.46347514,-0.49583834
"282","FAS","FAS","204780_s_at",5163,-0.5662163,-0.4092631,-0.4129717,-0.41678706,-0.4713358,-0.5149475,-0.52688867,-0.565068,-0.5066673,-0.4460624,-0.4626531,-0.46247327,-0.49656963,-0.5112519,-0.51170254,-0.4969929
"135","CDK5R1","CDK5R1","204996_s_at",5356,-0.79387003,-0.84728223,-0.81785357,-0.8515841,-0.8493013,-0.83057696,-0.8191691,-0.84345686,-0.81493735,-0.8736783,-0.8233723,-0.83309877,-0.830454,-0.8366268,-0.83613884,-0.83732826
"741","SGCB","SGCB","205121_at",5463,-0.5011261,-0.4874001,-0.5162515,-0.45032012,-0.5341446,-0.48140126,-0.5177976,-0.46523836,-0.5492934,-0.42243013,-0.5506711,-0.49904254,-0.537184,-0.54310864,-0.55596066,-0.5572008
"866","TPM1","TPM1","206116_s_at",6387,-0.51727396,-0.50944304,-0.59693456,-0.519912,-0.54829925,-0.5674171,-0.4796512,-0.5694537,-0.55571234,-0.4649679,-0.577437,-0.52020353,-0.56638014,-0.5680991,-0.5512037,-0.57736427
"185","CRKL","CRKL","206184_at",6451,-0.5087062,-0.531382,-0.56986433,-0.6125725,-0.43421394,-0.5166695,-0.48313463,-0.5222666,-0.43193284,-0.53213084,-0.5070279,-0.5170572,-0.43880668,-0.42276904,-0.4183993,-0.42148125
"837","TIAM1","TIAM1","206409_at",6669,1.611232,1.2651706,1.145854,1.0536416,1.4688069,1.3256094,1.7013601,1.3957049,1.7032485,0.9521843,1.5080932,1.41158,1.7763292,1.7714099,1.7812648,1.7432046
"816","TBC1D9B","TBC1D9B","206431_x_at",6690,-0.2754746,-0.25164536,-0.20773168,-0.29101276,-0.23546533,-0.20867546,-0.32546163,-0.28267103,-0.22674493,-0.24007633,-0.23107713,-0.26206392,-0.22681415,-0.23304959,-0.23365283,-0.23129883
"442","LPAR2","LPAR2","206722_s_at",6971,0.07680454,-0.07618521,0.119921274,0.060425244,-0.16037363,-0.0004008782,0.0028634372,0.18920085,-0.04596107,-0.14637041,-0.0053044255,0.007519983,-0.081037246,-0.07000056,-0.07456775,-0.07782228
"332","GNB5","GNB5","207124_s_at",7365,-0.46577415,-0.37672332,-0.39523208,-0.20390806,-0.3946727,-0.27456757,-0.5703522,-0.31067654,-0.5440098,-0.25965253,-0.52713,-0.40029082,-0.53414714,-0.53935456,-0.5475504,-0.5260812
"210","DDR1","DDR1","207169_x_at",7408,0.23630133,0.13660336,0.29337788,0.13084191,0.23450516,0.265549,-0.00048074374,0.6363521,0.23921748,0.09730463,0.23345576,0.13594165,0.25481927,0.24223982,0.18112254,0.19421414
"552","NUP62","NUP62","207740_s_at",7955,-0.07712888,-0.04988486,-0.068839446,-0.076435804,-0.03963949,-0.07451444,-0.08093251,-0.014263594,-0.0761659,-0.029696822,-0.049695764,-0.037707813,-0.084337205,-0.06456361,-0.052760597,-0.110791996
"574","PAX8","PAX8","207921_x_at",8118,-0.06575047,-0.025440643,-0.16637585,-0.08884328,-0.22652021,-0.2092688,-0.0025390447,-0.075176455,-0.06449759,0.032473676,-0.07932926,-0.026039978,-0.059657563,-0.067941286,-0.071903676,-0.09506202
"627","PPARD","PPARD","208044_s_at",8230,0.38998944,0.13700378,0.21750474,0.0911347,0.27119565,0.28516778,0.46082887,0.33131558,0.52416515,-0.023423078,0.4496629,0.30697465,0.4896356,0.5028974,0.55603826,0.4702553
"323","GLI2","GLI2","208057_s_at",8242,-0.6667486,-0.74156755,-0.8821486,-0.6648322,-0.737606,-0.7289734,-0.77143073,-0.6377632,-0.6584154,-0.69930786,-0.72128356,-0.6868591,-0.6688346,-0.68133783,-0.6529027,-0.67102385
"59","AURKA","AURKA","208080_at",8263,-0.56571877,-0.6574976,-0.7324883,-0.6937068,-0.6079128,-0.6478048,-0.5259491,-0.69492865,-0.60608244,-0.6745528,-0.65557843,-0.6503298,-0.60620207,-0.6028843,-0.6013452,-0.6096712
"918","XPO7","XPO7","208459_s_at",8620,-0.17018072,-0.07062136,-0.08457963,-0.02989526,-0.18803051,-0.085512154,-0.18509206,-0.070675485,-0.18826152,0.06464641,-0.15696356,-0.090689056,-0.16872893,-0.18182638,-0.1773511,-0.19327502
"258","EIF4G1","EIF4G1","208625_s_at",8780,-0.41050163,-0.45398173,-0.28512478,-0.31614736,-0.3841164,-0.2738627,-0.4385675,-0.18952149,-0.44658703,-0.3993616,-0.42102236,-0.42161885,-0.44603547,-0.44220653,-0.43558633,-0.42276254
"114","CCND1","CCND1","208712_at",8849,-0.8444894,-0.88958746,-0.90321815,-0.91409034,-0.84054554,-0.8470969,-0.87548053,-0.8602056,-0.8579442,-0.90311915,-0.875234,-0.8877831,-0.85993767,-0.850899,-0.8580609,-0.8429346
"127","CDC42","CDC42","208727_s_at",8862,0.7892959,1.4420828,1.7144624,1.2427104,1.1802747,1.3905141,1.047883,2.0067909,0.81810254,1.8436003,1.1912513,1.0057391,0.8627942,0.90016663,0.9427812,0.91328996
"762","SMARCA4","SMARCA4","208793_x_at",8919,0.40350705,0.6982646,0.7386721,0.8048629,0.47773132,0.64276516,0.28781235,0.6255272,0.44731352,0.8659902,0.5315144,0.61393964,0.42813843,0.42854652,0.4082115,0.43494016
"372","HSPA4","HSPA4","208814_at",8939,-0.44037092,-0.41694582,-0.44502637,-0.47855282,-0.45562688,-0.52630115,-0.3342962,-0.4143076,-0.49735868,-0.41070536,-0.464388,-0.48747414,-0.49829432,-0.512254,-0.50202644,-0.49751243
"194","CTNND1","CTNND1","208862_s_at",8983,-0.67593175,-0.7345247,-0.7004238,-0.7570783,-0.65950316,-0.68363947,-0.69505596,-0.76094043,-0.6480645,-0.78760916,-0.6646007,-0.71238685,-0.6398542,-0.63278544,-0.63192314,-0.6498024
"695","REEP5","REEP5","208873_s_at",8993,-0.23307796,-0.25397158,-0.30887684,-0.26874673,-0.2303355,-0.2684124,-0.23683123,-0.079488635,-0.25142324,-0.2773033,-0.27564853,-0.25088632,-0.24096343,-0.2513521,-0.24291338,-0.24731879
"241","DUSP6","DUSP6","208892_s_at",9010,1.1365641,1.0476397,1.0187241,1.1544389,1.2597655,1.2865134,1.292944,1.1765445,1.3529977,1.0003984,1.2357304,1.3109516,1.4047539,1.4327134,1.4080262,1.3718292
"437","LGALS8","LGALS8","208934_s_at",9047,-0.38160467,-0.30108258,-0.41108987,-0.29325792,-0.38483444,-0.40111116,-0.38318786,-0.35243276,-0.41605386,-0.19966096,-0.4354062,-0.33398488,-0.42098975,-0.42702085,-0.42127043,-0.42140266
"27","ALDH7A1","ALDH7A1","208951_at",9060,1.3027245,0.895565,1.2638353,1.158987,1.4227027,1.2096717,1.0346801,1.0276988,1.2827663,0.65861756,1.2989404,1.1340761,1.2644547,1.239407,1.2243779,1.2420485
"159","CIAPIN1","CIAPIN1","208968_s_at",9077,0.9539213,0.7766777,0.9424848,1.0244977,0.8886117,1.0122312,0.82983255,1.3825479,0.7914882,0.7479888,0.80715865,0.8530078,0.8055078,0.76775056,0.76831234,0.76534754
"515","NCOA3","NCOA3","209061_at",9162,0.2175081,-0.15861282,0.05060446,-0.2174423,0.39967462,-0.018464122,-0.18026522,0.7789055,0.36727884,-0.2533712,0.17621978,0.035030957,0.28087294,0.33597377,0.27323815,0.42883316
"881","TSPAN6","TSPAN6","209108_at",9204,-0.61170155,-0.73987496,-0.68708134,-0.70935804,-0.67486805,-0.6652017,-0.64056665,-0.6635823,-0.6024989,-0.8116271,-0.62579286,-0.6594619,-0.60472363,-0.59779644,-0.60260814,-0.6155095
"716","RPS6","RPS6","209134_s_at",9227,-0.5180005,-0.6790898,-0.58729917,-0.6220779,-0.5749947,-0.5866193,-0.5724593,-0.63914084,-0.5334141,-0.7425427,-0.5549933,-0.58550674,-0.557348,-0.53880453,-0.5425851,-0.56329757
"477","MEF2C","MEF2C","209199_s_at",9285,-0.6522854,-0.6231689,-0.71852565,-0.6886724,-0.7372031,-0.6872523,-0.6418632,-0.33869773,-0.70594186,-0.5709676,-0.7190051,-0.6738305,-0.7045634,-0.7114763,-0.7128483,-0.68350005
"542","NR2F6","NR2F6","209261_s_at",9338,0.09785513,-0.08678749,-0.04677144,-0.12317616,0.09294174,0.06345536,0.202944,-0.10455957,0.1553497,-0.28323323,0.102190204,0.0046418277,0.17239839,0.19815762,0.19767477,0.14767006
"809","SYK","SYK","209269_s_at",9344,-0.8793519,-0.9066328,-0.9054079,-0.9027304,-0.89928436,-0.8948582,-0.8856088,-0.8946245,-0.881341,-0.9210018,-0.89214516,-0.8886826,-0.88478065,-0.88322574,-0.8856238,-0.8828621
"325","GLRX","GLRX","209276_s_at",9351,3.143503,3.1574094,2.8198228,3.0999486,3.364197,3.4735458,3.3864388,3.3317392,3.3584096,3.124233,3.1159687,3.2218428,3.388633,3.5168207,3.4987888,3.5144978
"546","NSDHL","NSDHL","209279_s_at",9354,0.100461155,-0.04331532,-0.11122373,0.019651763,0.00069966953,0.018834457,0.14067778,0.07192239,0.14066498,-0.08334267,0.03911686,0.059650972,0.105537914,0.13290843,0.14716324,0.09422105
"393","IKBKB","IKBKB","209342_s_at",9408,-0.66807246,-0.81400365,-0.7280818,-0.80723333,-0.7493501,-0.7332085,-0.7375395,-0.85515875,-0.6411531,-0.9712906,-0.6661231,-0.74325365,-0.67495143,-0.6557902,-0.66086024,-0.63313174
"338","GRB10","GRB10","209410_s_at",9470,1.6049128,1.3039742,1.2635247,1.3132904,1.2439882,1.3736507,1.7498436,1.0519888,1.5627096,1.1223406,1.4919249,1.4290429,1.5062369,1.5051335,1.5595601,1.439174
"318","GATA3","GATA3","209602_s_at",9643,-0.8346042,-0.89396745,-0.9015072,-0.89238274,-0.88807905,-0.886134,-0.888616,-0.77833873,-0.8341912,-0.88981986,-0.87015563,-0.8642739,-0.8555085,-0.84576136,-0.85212916,-0.8322402
"501","MTF2","MTF2","209705_at",9738,0.20554392,0.20021738,0.3410722,0.2920439,0.3425629,0.30076188,0.037062127,-0.072652966,0.2455943,0.07718566,0.30047935,0.20942713,0.26044533,0.25303394,0.24303888,0.25561324
"98","CASP2","CASP2","209812_x_at",9837,-0.80028075,-0.76668626,-0.75539845,-0.7655014,-0.81086165,-0.77295893,-0.78537315,-0.804471,-0.7885584,-0.75445193,-0.7777363,-0.7879767,-0.7974388,-0.78730065,-0.78618807,-0.78532046
"122","CD44","CD44","209835_x_at",9860,1.6966025,1.7491295,1.7731602,1.6788718,1.7298231,1.4765233,1.977047,1.013375,1.9671503,1.2377228,1.980537,1.9414482,2.0263643,1.9043794,1.9216405,1.8421271
"756","SLC35A3","SLC35A3","209865_at",9889,0.6788036,0.4284413,0.6710007,0.5030046,0.6112581,0.6783825,0.45686316,0.71336734,0.69143504,0.362923,0.70279926,0.5448515,0.6738937,0.71662796,0.6830943,0.64010155
"56","ATP2C1","ATP2C1","209935_at",9954,2.5166323,1.6583585,1.6481665,1.4848913,1.5357801,1.7893877,3.129951,1.0304964,2.4242523,1.1065335,2.0923953,2.0790563,2.182533,2.308736,2.3853445,2.0154638
"454","MALT1","MALT1","210018_x_at",10035,-0.60766923,-0.6343824,-0.6539517,-0.65785444,-0.5543716,-0.5787207,-0.61046666,-0.64018625,-0.5654064,-0.65680844,-0.59980625,-0.60252506,-0.5477642,-0.5404162,-0.5411121,-0.54783595
"642","PRKCQ","PRKCQ","210039_s_at",10054,-0.6433484,-0.69925207,-0.6956359,-0.5393037,-0.6960045,-0.5888712,-0.7448944,-0.43072742,-0.75213355,-0.6075587,-0.77452016,-0.6976745,-0.7653511,-0.75430316,-0.7629235,-0.75161374
"461","MAPK13","MAPK13","210059_s_at",10072,-0.67483765,-0.7232117,-0.71151525,-0.72921693,-0.6926955,-0.64941615,-0.5940051,-0.87818044,-0.5385229,-0.8761215,-0.581035,-0.6566192,-0.55408263,-0.51971805,-0.5047036,-0.59388196
"931","ZNF589","ZNF589","210062_s_at",10075,-0.7034741,-0.7275783,-0.7021504,-0.71616155,-0.66087294,-0.6706702,-0.72251266,-0.7244629,-0.6827058,-0.7656743,-0.6816433,-0.7067746,-0.6787912,-0.68581194,-0.68630457,-0.6695782
"492","MPZL1","MPZL1","210087_s_at",10098,1.1802053,0.94429463,1.2494949,1.1548514,1.1743158,1.2780564,1.1362549,1.4316549,1.1561286,0.8304108,1.1577908,1.095576,1.174239,1.217196,1.166058,1.1625816
"476","ME2","ME2","210154_at",10160,-0.43190834,-0.35486615,-0.27896622,-0.29300812,-0.3866844,-0.23524994,-0.46074525,-0.2550561,-0.4263968,-0.27023262,-0.35732567,-0.3639132,-0.44390106,-0.41424188,-0.43898693,-0.4147943
"579","PCMT1","PCMT1","210156_s_at",10162,-0.69143456,-0.60455316,-0.5996473,-0.5898166,-0.68596464,-0.6155804,-0.71040833,-0.7664131,-0.68137026,-0.55919296,-0.6589009,-0.6294041,-0.68458384,-0.6814477,-0.6881779,-0.6796804
"168","CNOT4","CNOT4","210203_at",10208,-0.6155268,-0.71638006,-0.6736027,-0.6833576,-0.61907196,-0.64430803,-0.57656753,-0.7223394,-0.5819942,-0.7751324,-0.61675954,-0.6382634,-0.59341073,-0.5772382,-0.5735144,-0.5994025
"925","ZMYM2","ZMYM2","210281_s_at",10279,-0.16765422,-0.28991783,-0.14465179,-0.33353692,-0.12401225,-0.16817968,-0.30640572,-0.13173914,-0.108748145,-0.35211486,-0.14585519,-0.23837557,-0.14370051,-0.11015944,-0.107822806,-0.08472274
"373","HSPA8","HSPA8","210338_s_at",10334,-0.05310823,-0.0011083762,0.0046675187,0.030010693,0.1393681,0.053762496,-0.07088921,-0.04752002,-0.0022664554,-0.06465896,-0.01559028,-0.0016528646,0.00499232,-0.007897617,0.0018152102,0.046868604
"317","GATA2","GATA2","210358_x_at",10353,-0.6324572,-0.6296793,-0.62199825,-0.6688984,-0.63444066,-0.6423282,-0.6017801,-0.6753246,-0.5969202,-0.6764673,-0.5960999,-0.632638,-0.59384793,-0.59487,-0.58304423,-0.5971018
"166","CLTC","CLTC","210498_at",10484,-0.62064815,-0.62759936,-0.5674264,-0.60214436,-0.6164337,-0.57523245,-0.5683703,-0.56200415,-0.5633394,-0.6537804,-0.5702041,-0.5861665,-0.5513154,-0.57001334,-0.55778694,-0.53559226
"131","CDK1","CDK1","210559_s_at",10540,1.1683062,1.0363683,0.9843588,0.86081123,1.0088677,0.88084364,1.2776973,0.7232901,1.3081006,0.7717247,1.3551105,1.1469475,1.3327966,1.339461,1.3437959,1.2117854
"463","MAPK9","MAPK9","210570_x_at",10549,0.40599686,0.1987952,0.35851452,0.23382497,0.37055713,0.3428326,0.27772647,0.47727063,0.42455733,0.07591267,0.4153173,0.2882532,0.40158296,0.40606508,0.4034468,0.43165606
"688","RAP1GAP","RAP1GAP","210618_at",10593,-0.41302913,-0.31690848,-0.25658175,-0.37730205,-0.43277586,-0.28656632,-0.41620955,-0.37599313,-0.43872136,-0.19759655,-0.3855184,-0.42003804,-0.42735034,-0.4354327,-0.42757714,-0.39939204
"301","FOXO3","FOXO3","210655_s_at",10629,-0.80345607,-0.7847705,-0.8119779,-0.8321066,-0.75803876,-0.8438733,-0.78442633,-0.8583107,-0.7946392,-0.8042847,-0.7989082,-0.8099676,-0.7957207,-0.80380136,-0.7941604,-0.7796057
"832","TFAP2A","TFAP2A","210669_at",10642,-0.6377909,-0.66098493,-0.6390884,-0.52109647,-0.60768354,-0.5063909,-0.7079666,-0.5165021,-0.72029305,-0.6089316,-0.7296284,-0.64838654,-0.74898195,-0.7320685,-0.73245263,-0.70163697
"649","PSIP1","PSIP1","210758_at",10725,-0.8065123,-0.84866583,-0.83611065,-0.8589719,-0.81439203,-0.8497812,-0.81230015,-0.79806405,-0.8060328,-0.8561596,-0.8153569,-0.82823974,-0.8058568,-0.8089201,-0.8048003,-0.8059652
"851","TMCO1","TMCO1","210768_x_at",10732,-0.6465482,-0.29377335,-0.39675286,-0.39347965,-0.41107517,-0.39375344,-0.6026848,-0.7083802,-0.4792049,-0.21626978,-0.43965563,-0.39895952,-0.4459825,-0.43622833,-0.45219168,-0.46135375
"200","CYB561","CYB561","210816_s_at",10777,-0.8253196,-0.7898486,-0.8422294,-0.8587082,-0.8319704,-0.8293106,-0.7662903,-0.88370514,-0.82627344,-0.79608923,-0.8363539,-0.8270756,-0.8220016,-0.8178479,-0.81635195,-0.82203525
"270","ERBB2","ERBB2","210930_s_at",10877,-0.765616,-0.7706808,-0.740413,-0.7786402,-0.6870461,-0.7572186,-0.78985286,-0.86360824,-0.7569459,-0.77700746,-0.7715743,-0.7781409,-0.7701048,-0.76021236,-0.76343745,-0.7434295
"290","FDFT1","FDFT1","210950_s_at",10896,-0.78163743,-0.777792,-0.69469243,-0.7571967,-0.78070384,-0.79404587,-0.7399617,-0.7244322,-0.763882,-0.80782986,-0.73499256,-0.7706638,-0.77301246,-0.76348037,-0.76860577,-0.77958953
"97","CASP10","CASP10","210955_at",10901,-0.31167835,-0.54872644,-0.39392456,-0.38809967,-0.3010873,-0.49421334,-0.48193178,-0.15168738,-0.4179269,-0.65701264,-0.40566245,-0.40878007,-0.44016293,-0.4598864,-0.47311604,-0.4306448
"47","ASAH1","ASAH1","210979_at",10924,-0.24612898,-0.33218563,-0.34873986,-0.42956698,-0.38804886,-0.352066,-0.21383438,-0.2713312,-0.24793811,-0.43896607,-0.26492262,-0.33863568,-0.20646146,-0.20062234,-0.20066395,-0.21305995
"513","NCK1","NCK1","211063_s_at",11002,-0.2005707,0.0873551,0.24975815,0.18511412,-0.011590038,0.1083053,-0.1410279,0.2777125,-0.2604686,0.27498886,-0.0798716,-0.099852316,-0.26053295,-0.22769114,-0.22369619,-0.24233247
"403","INTS3","INTS3","211132_at",11070,-0.36293605,-0.48547626,-0.42709264,-0.445904,-0.54631406,-0.42257446,-0.4505837,-0.31927973,-0.40314654,-0.51254135,-0.4040658,-0.43090537,-0.41956913,-0.42165926,-0.417583,-0.4219514
"268","EPHB2","EPHB2","211165_x_at",11101,0.6810583,0.28163666,0.49956974,0.26169407,0.72677004,0.5554978,0.9184472,0.0050616837,0.78928053,-0.03457338,0.74329466,0.5285561,0.85640824,0.870912,0.92115784,0.78736967
"421","KDM5B","KDM5B","211202_s_at",11137,-0.5079044,-0.5130406,-0.5249614,-0.549417,-0.53053856,-0.52076226,-0.5086536,-0.56165785,-0.4817488,-0.5499398,-0.48664507,-0.5073874,-0.48927605,-0.48127642,-0.48399603,-0.47441548
"96","CASK","CASK","211208_s_at",11142,-0.72732204,-0.74447244,-0.74297476,-0.75892794,-0.73931056,-0.7300971,-0.73178554,-0.69800746,-0.71858525,-0.75975907,-0.72955936,-0.73539406,-0.7186347,-0.7145389,-0.724039,-0.7247142
"36","APP","APP","211277_x_at",11203,-0.8583731,-0.90572864,-0.9018785,-0.8852504,-0.868644,-0.8798197,-0.89270324,-0.88104635,-0.8523785,-0.9312633,-0.87176144,-0.8651418,-0.86117786,-0.856133,-0.8593876,-0.85412353
"683","RAE1","RAE1","211319_at",11231,-0.8213652,-0.8668841,-0.84999317,-0.88843185,-0.8192166,-0.84805036,-0.84767485,-0.88597333,-0.8116359,-0.8948217,-0.82409257,-0.85021955,-0.81621283,-0.8069727,-0.8156851,-0.8090933
"497","MSH6","MSH6","211449_at",11349,-0.52068675,-0.54133826,-0.47623762,-0.5099537,-0.36169958,-0.4350898,-0.60119605,-0.335517,-0.43517184,-0.5544499,-0.46285504,-0.48089173,-0.43168697,-0.438634,-0.45041084,-0.4186951
"522","NFKB2","NFKB2","211524_at",11420,-0.5840561,-0.94586295,-0.7893538,-0.8560847,-0.9047515,-0.7498164,-0.75453866,-0.73362714,-0.60415876,-1.1150801,-0.7137943,-0.69378746,-0.6936594,-0.68570876,-0.69948256,-0.6956456
"770","SNCA","SNCA","211546_x_at",11440,-0.6743228,-0.6934347,-0.72259396,-0.71100813,-0.7044918,-0.70868796,-0.6644734,-0.7844415,-0.6540163,-0.7216007,-0.6759004,-0.668216,-0.660975,-0.64607626,-0.6452382,-0.6722815
"255","EGFR","EGFR","211551_at",11445,1.2326603,1.0542095,1.1205382,1.1435667,1.0439306,1.1500776,1.160674,1.1007996,1.1661837,1.0622485,1.1909628,1.1337094,1.2112186,1.190142,1.1254025,1.1099579
"820","TBXA2R","TBXA2R","211590_x_at",11484,1.3342358,1.1648772,1.1475902,0.9968837,1.3132744,1.2270306,1.1155057,1.2673117,1.1867993,1.1467178,1.1567817,1.097738,1.12823,1.1528924,1.0957592,1.180122
"467","MAST2","MAST2","211593_s_at",11487,-0.41449618,-0.41412613,-0.48910356,-0.37998816,-0.4567425,-0.39723238,-0.32463685,-0.42195675,-0.41259807,-0.39816177,-0.4470014,-0.3882437,-0.40112624,-0.40864578,-0.4024285,-0.42229557
"654","PSMD4","PSMD4","211609_x_at",11502,0.74421215,1.4391083,1.1305405,1.3933171,1.3369775,1.0673399,0.6732007,1.1300046,0.66116214,1.6646712,0.84283215,0.9969019,0.7589198,0.691385,0.6931911,0.7727749
"396","IL13RA1","IL13RA1","211612_s_at",11505,0.005536993,-0.059998825,-0.022024617,0.047848076,-0.056656893,0.044637397,0.24028358,0.004415107,-0.036538694,-0.09958922,-0.019268965,-0.033080272,-0.06803448,-0.021082766,-0.020890333,-0.13670424
"132","CDK19","CDK19","211706_s_at",11595,-0.4394855,-0.43362382,-0.4269581,-0.4615263,-0.43294957,-0.46481565,-0.48245022,-0.52458215,-0.40859747,-0.4500425,-0.4149002,-0.42001784,-0.42755422,-0.4218133,-0.41886523,-0.4091382
"350","HDAC6","HDAC6","211722_s_at",11610,0.5966712,0.1619029,0.020429883,-0.05358201,0.36002678,0.040897045,0.6094312,0.39609814,0.49306244,-0.17117545,0.29092193,0.17885014,0.44056517,0.43672952,0.4195191,0.42160597
