cid,SMILES,value
658123,CCCCCNC1=C(C2=C(CN(CC2)C)C(=N1)N3CCCC3)C#N,1
658254,CN1C2=CC=CC=C2N=C1/N=C/C3=CNC4=CC=CC=C43,0
658268,C1=C(SC(=C1)Br)C2=C(SC(=N2)N)Br,0
658412,C1=CC=C(C=C1)NC2=C3C(=NC=N2)OC4=CC=CC=C4C=N3,0
658463,C1=CC=C2C(=C1)C3=C(N2)C(=O)N(C=N3)CC4=CC=CC=N4,0
658484,C1(=NON=C1C(=O)O)C2=NON=C2C(=O)O,0
658502,CC1(CC2=C(CS1)C(=NC3=C2C(=C(S3)C#N)N)N4CCOCC4)C,0
658581,C1CCN(CC1)C2=NC(=NO2)C3=NON=C3N,0
658727,C1=CC2=C(NC(=S)O2)N=C1,0
658988,CN1CCN(CC1)CCCCOC2=CC=C(C=C2)F,0
659024,C1CC(N(C1)CCC(=O)C2=CC3=C(C=C2)OCCO3)CC4=CC=CC=C4.Cl,1
659039,C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)N/C(=N/C3=NC4=CC=CC=C4O3)/N,0
659095,C1=CC=C(C=C1)N=CC2=C(OC(=N2)C3=CC=CO3)OC(=O)C4=COC=C4,0
659115,CC(C(F)(F)F)(C(F)(F)F)NC(=O)NC(=O)N,0
659168,C1COCCN1C2=C(N=C(O2)C3=CC=CO3)S(=O)(=O)C4=CC=CC=C4,0
659226,CCOC(=O)C(C1=C2C3=C(C4=CC=CC=C4C2=O)ON=C3C(=C1)Br)C(=O)OCC,1
659309,CCCCCCN1C(=C(C2=NC3=CC=CC=C3N=C21)C(=O)NCCN4CCOCC4)N,1
659312,C1=CC=C2C(=C1)C(=O)C3=C(O2)N=CC=C3,0
659413,C1=CC=C2C(=C1)C3=C4C(=NO3)C=CC(=C4C2=O)NCC5=CC=CO5,0
659474,C1=CSC=C1S(=O)C2=CSC=C2,0
659526,C(C#N)SC1=NN=C(S1)N,0
659576,C1=CC=C(C=C1)C2=NOC(=N2)C3=CC=CC4=CC=CC=C43,0
659750,C1=CC(=CN=C1)C2=NNC(=S)O2,0
659785,C1=CC=C(C=C1)C2=NC(=NO2)C3=NON=C3N,0
659826,C1=CC=C2C(=C1)NC(=N2)CSC3=NN=C(O3)C4=CC=CO4,0
659875,CN(C)CC#CCOCCOCCC#N,0
659930,C1=CC(=C(C=C1Cl)C2=CC=C(O2)/C=N/C3=NC=NN3)Cl,0
660107,CCOC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)CCCOC(=O)C4=CC=CO4)N,1
660266,C1=CC=C2C(=C1)C(=O)N(C2=O)C3=NC=CC=N3,0
660426,C1=CC=C(C=C1)N2C3=C(C=N2)C4=NC(=NN4C=N3)CSC5=NC6=CC=CC=C6S5,0
660586,CN(C)C=NC1=NON=C1N,0
660722,CCCCN1C2=CC=CC=C2N(C1=N)CC(COC3=CC=C(C=C3)C)O.Cl,1
660847,CCOC(=O)CC1=C2C(C(=C(OC2=NN1)N)C#N)C3CCCC=C3,1
660910,C1=CC(=CC=C1C2=CC=NC3=NC(=NN23)N)Cl,0
661148,C1=CC=C(C=C1)N2C3=C(C=N2)C(=O)NC4N3C(=O)C5=CC=CC=C45,0
661263,COC1=CC=C(C=C1)NC2=C(N=C(O2)C3=CC=CS3)C#N,0
661300,C1=CC=C(C=C1)C2=NC(=S)N(N2)C3=CC=CC=C3,0
661324,C1=CC=C(C=C1)C2=NC(=NN2)SCC3=NC(=NC(=N3)NC4=CC=CC=C4)N,0
661406,CC1(CC(=O)C(C(=O)C1)CCCN2C(=O)C3=CC=CC=C3C2=O)C,0
661622,C1=CC=C(C=C1)N2C3=C(C=NC=C3)N=N2,0
661699,CN1CCN(CC1)CCC(=O)N2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,0
661770,C1COCCN1[C@@H]2CS(=O)(=O)C[C@H]2N3CCOCC3,0
661967,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=CC=N3)NCC4=CC=CO4,0
662085,C1=CC=C(C=C1)N2C(C3C(O2)C(=O)N(C3=O)C4=CC=CC=C4)C5=CN=CC=C5,0
662185,CN(C)C1=NC(=NC(=N1)OC)N(OC)S(=O)(=O)C2=CC=CC=C2Cl,0
662383,C1=CC=C(C=C1)S(=O)(=O)NC2=NC3=CC=CC=C3N=C2NCC4=CC=CO4,0
662395,C1=COC(=C1)CN2C3=C(C(=O)NC2=O)C(N=C(N3)C4=CC=CO4)(C(F)(F)F)C(F)(F)F,0
662529,C1=CC=C(C=C1)OCC2=NN=C3N2N=C(S3)C4=CC=CO4,0
662593,C1C2=C(C3=CC=CC=C3N2)N(C(=O)N1C=O)C4=CC=C(C=C4)Cl,0
662678,CC(C#N)ON1C(=O)C2=CC=CC=C2N=C1SC(C)C#N,0
662730,C1=CC(=CN=C1)C2=NN=C3N2N=C(S3)C4=CC=CO4,0
662734,C1=CC=C(C=C1)N2C(C3C(O2)C(=O)N(C3=O)C4=CC=C(C=C4)Br)C5=CC=NC=C5,0
662801,CC(C)(C)NC1=NC(=NC(=N1)OC2=NN(C(=O)C=C2)C3=CC=CC=C3)OC,0
662886,C1=COC(=C1)C2=NN=C3N2N=C(S3)C4=CC=C(O4)Br,0
662985,C1=CC=NC(=C1)C2=NN=C3N2N=C(S3)C4=CC=C(O4)Br,0
663015,C1=CC(=CN=C1)C2=NC(=C(C(=C2)C3=CC=CO3)C#N)N,0
663373,CCOC(=O)C(C1=C2C(=C(C(=C1Br)O)O)C(=CO2)C(=O)C3=CC=C(C=C3)C)C(=O)C,1
663416,C1=CC=C2C(=C1)N=C(C(=N2)NS(=O)(=O)C3=CC=CS3)NCC4=CC=CO4,0
663431,C1CCN(C1)C2=NC3=CC=CC=C3N=C2C(C#N)S(=O)(=O)C4=CC=CC=C4,0
663711,CC(=C)COC1=CC(=C(C=C1)C2=C(C=NN2)C3=CC=CC=C3OC)O,1
663732,CN1C2=CC=CC=C2C3(C1=O)C(=C(OC4=NNC(=C34)C5=CC=C(C=C5)Cl)N)C#N,0
663734,COC1=C(C=CC(=N1)C2=CC=CC=C2)C3=NOC(=N3)C4=CN=CC=C4,0
663839,C1CN(CCN1C2=C(N=C(O2)C3=CC=CO3)C#N)C(C4=CC=CC=C4)C5=CC=CC=C5,0
663887,C1CN(CCN1C2=CC=C(C=C2)Cl)C3=NC=NC4=C3OC5=CC=CC=C54,0
664083,COC1=CC=C(C=C1)C2=NC(=C(C=C2)C3=NOC(=N3)C4=CC=CC=C4)OC,0
664098,CCCOC(=O)C1=CC=C(C=C1)OC2=C(NN=C2C3=C(C=C(C=C3)OCC)O)C,1
664161,CCCCNC(=O)CN1CCC2(CCCCC2C1C3=CC=CC=C3OC)O,0
664194,C1=CC=C(C=C1)N2C3=C(C=N2)C4=NC(=NN4C=N3)C5=CC=CO5,0
664328,C1CCN(CC1)C2=C(N=C(O2)C3=CC=CC4=CC=CC=C43)C#N,0
664369,CC(C)C1=NC(=NO1)C2=C(N=C(C=C2)C3=CC=C(C=C3)OC)OC,0
664461,C1C(=O)C2=C(O1)C=CC(=C2)OCC3=CC=C(C=C3)F,0
664462,COC1=C(C=CC(=N1)C2=CC=CC=C2)C3=NOC(=N3)C4=CC=CC=C4F,0
664479,CC(=C)COC1=CC(=C(C=C1)C2=C(C=NN2)OC3=CC=CC(=C3)OC)O,1
664482,COC1=CC=C(C=C1)C2=NC(=C(C=C2)C3=NOC(=N3)C4=CC=CS4)OC,0
664640,C1CCC2(CCN(C(C2C1)C3=CC4=C(C=C3)OCO4)CC5=CC=C(C=C5)F)O,0
664671,C1CN(CCN1C2=CC=CC=C2)C3=C(N=C(O3)C4=CC=CO4)C#N,0
664819,COC1=CC=C(C=C1)C2=NC(=C(C=C2)C3=NOC(=N3)C4=CC=CC=C4OC)OC,0
664937,C1=CC=C(C=C1)N2C(=NC(=N2)NC(=O)C3=CN=CC=C3)N,0
664959,CCOC1=CC(=C(C=C1)C2=NNC(=C2OC3=CC=C(C=C3)OC)C)O,1
665202,C1=CC(=CC=C1C2=NN=C3N2N=C(S3)C4=CC=C(O4)Br)Cl,0
665279,C1=CC=C2C(=C1)C(=O)N(C2=O)C3=CC4=C(C=C3)N=C(N4)C5=CC=CO5,0
665299,C1=CC=C2C(=C1)C(=O)N(C2=O)C3=CC4=C(C=C3)N=C(N4)C5=CC=C(O5)Br,0
665303,C1=CC=C2C(=C1)N=C3N2C4=C(S3)C(=O)N(C4=O)C5=CC=CC=C5Cl,0
665341,C1=COC(=C1)C2=NC=CN2,0
665480,CCC(C)[C@H](C1=NN=C(O1)S(=O)(=O)CC2=CC=CC(=C2)C)NC(=O)OC(C)(C)C,1
665499,C1=CC=NC(=C1)C2=NC(=C(C(=C2)C3=CC=CS3)C#N)N,0
665557,CC(=C)COC1=CC(=C(C=C1)C2=NC(=NC=C2OC3=CC=C(C=C3)OC)N)O,1
665575,CN(C)S(=O)(=O)N1CCC(C(C1)COC2=CC3=C(C=C2)OCO3)C4=CC=C(C=C4)F,0
665693,C1=CC=NC(=C1)C2=NC(=C(C(=C2)C3=CC=CO3)C#N)N,0
665780,C1=CC=C(C=C1)N2C(=NC(=N2)NC(=O)C3=CC=CS3)N,0
665870,C1=CC=C(C(=C1)C2=NN3C(=NN=C3S2)CN4C=NC5=CC=CC=C54)Cl,0
666048,C1=CC=C2C(=C1)N=NN2CC3=NN=C4N3N=C(S4)C5=CN=CC=C5,0
666068,C1=CC=C2C(=C1)N=NN2CC3=NN=C4N3N=C(S4)COC5=CC=C(C=C5)F,0
666070,C1=CSC(=C1)C2=NN3C(=NN=C3S2)C(F)(F)F,0
666397,C1=CC(=CN=C1)C2=NN3C=NN=C3S2,0
666421,C1=CC(=CN=C1)C2=NOC(=N2)C3=CC=C(O3)Br,0
666785,C1=CC=C2C(=C1)C=CC=C2C3=NC4=C(O3)C=CC=N4,0
666827,C1=CC=C2C(=C1)N=NN2CC3=NN=C4N3N=C(S4)C5=CC=CO5,0
667007,C1=COC(=C1)C2=NN3C(=NN=C3S2)C(F)(F)F,0
667115,C1=CC=C(C=C1)NC(=O)C2=C(C3=C(S2)N=C(C=C3)C4=CC=CO4)N,0
667182,C1CCN(C1)C2=NC3=CC=CC=C3N=C2C(C#N)S(=O)(=O)C4=CC=CS4,0
667381,C1=CC=C(C=C1)OCC2=NN3C(=NN=C3S2)CN4C5=CC=CC=C5N=N4,0
669138,C1=CC=C(C=C1)S(=O)(=O)NC2=CC=NC=C2,0
670694,C1=CC=C2C(=C1)C(=O)OC(=N2)C3=CC=CS3,0
671455,COC1=C2C(=C(C=C1)S(=O)(=O)N3C=CN=C3)C=CC=N2,0
671603,C1CCC2=C(CC1)SC(=C2C#N)/N=C/N3CCOCC3,0
672375,CC1=CC=C(C=C1)C2=NOC(=N2)COC3=CC4=C(C=C3)OCO4,0
675436,C1=CC=C2C(=C1)C(=NN=C2N3C4=CC=CC=C4N=N3)C5=CC=C(C=C5)F,0
676486,CC(C)(C)C1=NNC(=S)N(C1=O)N,0
677923,C1=CC=C(C=C1)C2=CC=C(C=C2)N3C=CN=C3,0
684716,C1=CC(=CN=C1)C(=O)NC2=NC(=CS2)C3=CC=C(C=C3)Cl,0
684970,C1=CC=C(C=C1)C2=CN=NN2C3=NON=C3N,0
686004,C1=CC=C(C=C1)C2=C(C(=O)NC(=S)N2)C#N,0
687466,C1=CC=C2C(=C1)N=C(O2)C3=CC4=C(C=C3)N=C(N4)C5=CC=C(C=C5)N,0
687493,C1=CC=C(C=C1)N2C3=C(C=N2)C4=NN=NN4C=N3,0
687922,C1=CC=C2C(=C1)N=NN2CNC3=NN4C(=NN=C4C(F)(F)F)C=C3,0
689404,C1=CC(=CN=C1)/C=N/C2=NC=CS2,0
690672,C1=CC=C(C=C1)N2C(=NN=N2)N3C=CN=C3,0
691239,C1=CC=C2C(=C1)C3=NC=CN=C3C(=O)O2,0
691990,C1=CC=C(C(=C1)NC2=CC=CC=N2)NC3=CC=CC=N3,0
692256,C1CC(=O)N(C1=O)CC(=O)N2C3=CC=CC=C3SC4=CC=CC=C42,0
692942,C1=CC=C(C=C1)C2=NC3=C(C=NN3C4=CC=CC=C4)C(=O)O2,0
692962,C1=CC=C(C=C1)N2C3=C(C=N2)C(=O)OC(=N3)C4=CC=CC=C4F,0
692969,C1=CC=C(C=C1)N2C3=C(C=N2)C(=O)OC(=N3)C4=CC=CS4,0
693841,C1=CC(=CN=C1)NC2=NC(=CS2)C3=CC=CS3,0
693917,C1=CC=C(C=C1)C2=CSC3=C2C4=NN=NN4C=N3,0
695507,C1=CC=NC(=C1)/N=C\2/C(=C(SS2)Cl)Cl,0
695829,C1=CC2=NC(=C(N2C=C1)/N=C/C3=CC=C(C=C3)Cl)C4=CC=CO4,0
697226,CC1=CC(=NC(=N1)NCC2=CC=CC=C2)NC3CCCCC3,0
698133,C1CN(CCC1CC2=CC=CC=C2)CC3=C4C=CC=NC4=C(C=C3)O,1
698541,C1CCN(C1)C2=NC3=NON=C3N=C2N4CCCC4,0
699459,C1=CC=NC(=C1)S(=O)(=O)C2=CC=C(C=C2)Cl,0
699625,C1=CSC(=C1)C2=NC(=NO2)C3=CC=NC=C3,0
699629,C1=CC=NC(=C1)C2=NOC(=N2)C3=CC=CS3,0
699742,C1=COC(=C1)C2=NC(=NO2)C3=CC=NC=C3,0
699787,C1=CN=CC=C1C2=NN=C(O2)C3=CC=NC=C3,0
700979,C1=CC=C(C=C1)C2=NN(C=C2C#N)C3=CC=CC=C3,0
702070,C1=CC=C(C=C1)C2=NN(C=C2C3=NN=C(O3)N)C4=CC=CC=C4,0
702131,COC1=CC=C(C=C1)NC2=C(N=C(O2)C3=CC=C(C=C3)Cl)C#N,0
702440,C1=CC=C(C=C1)/[N+](=C/C2=CC=C(C=C2)OC(F)F)/[O-],0
703829,C1=CC=C2C(=C1)C3=NC4=CC=CC=C4C(=O)N3N5C2=NN=C5,0
704499,C1=CC(=CC=C1NC2=NC(=CS2)C3=CC=NC=C3)Cl,0
704533,C1=CC=NC(=C1)NC2=NC(=CS2)C3=CC=NC=C3,0
704584,C1=CC(=CN=C1)C2=CSC(=N2)NC3=CC=C(C=C3)Cl,0
704601,CN(C)C1=CC=C(C=C1)NC2=NC(=CS2)C3=CN=CC=C3,0
704624,C1=CC=NC(=C1)NC2=NC(=CS2)C3=CN=CC=C3,0
705539,C1=CC=C(C=C1)N=C2C3=CC=CC=C3C(=N2)N,0
706621,C1=CC=C(C=C1)N2N=CC(=N2)C3=NNN=N3,0
707035,C1=CC=C2C(=C1)NC(=S)N2,0
707391,C1=COC(=C1)C2=NN=C(O2)C3=CC=C(C=C3)Cl,0
708443,C1COCCN1S(=O)(=O)C2=C3C=CC=C4C3=C(C=C2)NC4=O,0
709138,CN(C)C1=NC(=NC(=N1)C#N)OC,0
709854,C1CC2=C(C(=C(C=C2Cl)Cl)O)NC1,1
710572,C1=CC=C(C=C1)COC2=CC(=C(C=C2)C3=C(C=NN3)C4=CC=CC=C4)O,1
711110,C1=CC=C2C(=C1)C(=NN3C2=NC4=CC=CC=C4C3=O)NCC5=CC=CO5,0
711946,CCC1=CC2=C(C=C1)N=C3C(=C2N)C(=CC(=N3)C)C,1
712744,C1=CC=C(C=C1)N2C(=NN=N2)N3C=NC4=CC=CC=C43,0
713378,C1=CC(=NN2C1=NN=C2C(F)(F)F)N3C=CN=C3,0
714249,C1=COC(=C1)C2=C(OC(=C2C#N)N)C3=CC=CO3,0
714273,C1CCN(C1)C2=NC(=NC(=N2)C#N)N3CCCC3,0
716904,C1=COC(=C1)C2=NC(=S)NN2,0
716982,C1=CC=C(C=C1)C2=NC(=NN2)SC3=NC=C(C=C3)[N+](=O)[O-],0
717946,C1COCCN1C(=O)C(C(=O)N2CCOCC2)(F)F,0
719245,C1=CC=C(C=C1)N2C=CC=C2C=C3C(=O)C4=CC=CC=C4C3=O,0
721057,CC1=CC(=NC(=N1)NCC2=CC=CC=C2)N3CCOCC3,1
721568,C1=CC2=C(NN=C2C=C1)Br,0
721838,C1=CC=C(C(=C1)C2=CC=C(O2)C=O)OC(F)(F)F,0
722912,C1=CC=C2C(=C1)C(=O)OC(=N2)C3=CN=CC=C3,0
723044,C1=CC=C2C(=C1)C(=CC=N2)C3=NC4=CC=CC=C4N3,0
723698,C1=CC=C2C(=C1)NC(=O)C(=N2)C3=CC=CS3,0
727834,C1=COC(=C1)C2=CSC(=N2)N,0
729563,C1CCN(CC1)C2=NC(=NC(=N2)C#N)N3CCOCC3,0
731741,C1=CC=C(C=C1)C2=NN=C(O2)C3=CC=NC=C3,0
732130,CN(C1CCCCC1)C(=O)/C=C/C2=CC=CC=C2,0
733980,C1COCCN1C2=CC=C(C=C2)NC3=NS(=O)(=O)C4=CC=CC=C43,0
735254,C1=CC=C(C=C1)C2=NNC(=S)O2,0
736370,C1=CC=C2C(=C1)C=NNC2=S,0
737137,C1=CC=C(C=C1)C2=C(NN=C2N)C3=CC=CC=C3,0
737967,C1=CC(=NC=C1C(F)(F)F)N2C=CN=C2,0
738194,C1=CC=C(C=C1)C2=CC=CC=C2N3C=NN=N3,0
738531,C1=CC=C2C(=C1)NC(=N2)C3=NON=C3N,0
740271,CN1CCN(CC1)CCCN2C=NC3=C2C4=CC=CC=C4OC3=O,0
740481,C1=CC=C(C(=C1)C2=NN=C(O2)C3=CN=CC=C3)Br,0
740558,C1=CC=NC(=C1)N2C=NNC2=S,0
741237,C1CCN(CC1)/C=C\2/C(=O)CNC2=O,0
741269,C1=COC(=C1)CNC2=C(N=C(O2)C3=CC=C(C=C3)Cl)C#N,0
742378,CC1(CC2=C(C(N1)(C)C)SC(=C2C#N)/N=C/N3CCOCC3)C,0
742381,CC1(CC2=C(C(N1)(C)C)SC(=C2C#N)/N=C/N3CCCCC3)C,0
744337,CCC(=O)/C=C/1\N(C2=CC=CC=C2S1)CC,0
744338,CCC(=O)/C=C\1/N(C2=CC=CC=C2S1)CC,0
746295,C1=CC=C(C=C1)NC2=NC3=CC=CC=C3C(=O)N2N,0
746609,C1=CC=C(C=C1)NC2=NC(=CS2)C3=CC=NC=C3,0
747845,C1=CC(=O)OC(=C1)C2=CC=C(C=C2)Br,0
749058,C1=CC=C(C=C1)N2C(=O)C3=C(NC2=S)SC=C3C4=CC=CS4,0
749988,C1CN2C(=O)C(=C(N=C2SC1)C3=CC=C(C=C3)Cl)C#N,0
750989,C1CN(CCN1CC2=COC=C2)C3=CC=CC(=C3)C(F)(F)F,0
750996,C1=CC=C(C(=C1)OCC2=NC(=C(O2)NCC3=CC=CO3)C#N)Cl,0
751379,CC(C)SC1=C(N=C(O1)C2=CC=CO2)S(=O)(=O)C3=CC=CC=C3,0
751382,CSC1=C(N=C(O1)C2=CC=CO2)S(=O)(=O)C3=CC=C(C=C3)F,0
752604,C1=CC2=NC(=NC(=O)N2C=C1)C(F)(F)F,0
752705,C1=CC=C(C=C1)C2=NOC(=N2)C3=CC=C(O3)Br,0
752707,C1=CC=C2C(=C1)NC3=C(C=N2)SC(=O)N3,0
752709,C1=CC=NC(=C1)C2=NOC(=N2)C3=CC=C(O3)Br,0
753354,C1=CC=C(C=C1)C2=CC=NC3=NC(=NN23)N4C(=O)C5=CC=CC=C5C4=O,0
754606,C1=CC=C2C(=C1)C=CC=C2/C=C\3/C(=O)N4C(=NC=N4)S3,0
755305,C1=CC=C(C=C1)C2=CN=C(N=C2)C3=CC=CC=C3,0
755373,C1COCCN1C2=NC(=NC(=N2)C#N)N3CCOCC3,0
756149,C1=CC(=CC=C1C2=NN=C(O2)C3=CC=C(C=C3)Cl)F,0
756154,C1=CC=C(C(=C1)C2=NN=C(O2)C3=CC=CC=C3Cl)Cl,0
756156,C1=CC=C(C(=C1)C2=NN=C(O2)C3=CC=C(C=C3)Cl)Cl,0
757416,C1=CC=C(C(=C1)C(F)(F)F)NC2=NC=NC(=N2)N,0
757689,C1=CC=C(C=C1)C2=NC(=NC=C2C#N)NC3=NC4=CC=CC=C4O3,0
757874,C1=CC=C2C(=C1)C=CC=C2C3=NC(=NO3)C4=CC=CC=N4,0
762544,C1=CC(=CC=C1C2=NC3=C(N2)C=CC(=C3Cl)N)N,0
762732,CC1=CC(=C(C2=C1C=CC=N2)O)C,1
762910,CN1CCCN(CC1)CC2=CC=CC=C2C(F)(F)F,0
763006,C1=CC2=NC=C(C(=O)N2C=C1)NC(=O)C3=CC=C(C=C3)F,0
763154,CC1=CC(=CC(=C1C=NCC2=CC=CO2)O)O,1
763606,CN1CCN(CC1)CC2=CC=CC=C2C(F)(F)F,0
763852,C1=CC=C(C=C1)C2=NC(=NO2)C3=CC=NC=C3,0
763880,C1=CC=C(C=C1)C2=NC(=NO2)C3=CC=CC=N3,0
763967,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=CC=C(C=C4)F,0
764835,COC1=C(C=CC(=C1)CN2CCC3=CC=CC=C3C2)O,1
765378,CC(C)N(C1=NN=C(S1)N)C(C)C,0
767187,C1COCCN1C2=NC(=O)SC2,0
768098,C1=CC=C(C=C1)C2=CN=C(N=C2)C3=CC=C(C=C3)Br,0
768478,C1CCC2(CC1)OCC3(CO2)COC4(CCCCC4)OC3,0
768563,C1=CC=C(C=C1)/[N+](=C/C2=CC=NC=C2)/[O-],0
768728,C1CCN(CC1)P(=O)(N2CCCCC2)OCC(C(F)F)(F)F,0
772674,C1=CC2=C(N(C(=S)N=C2C=C1)N)N,0
773928,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=NC(=NO3)C4=CC=NC=C4,0
774866,C1=CC=C(C(=C1)N)NC2=CC=C(C=C2)N,0
775600,CC1=CC(=CC=C1)CN2C=C(C3=CC=CC=C32)C=O,1
775994,CC1=CC(=C(C=C1)O)C2=NNC(=C2)C3=CC=CC=C3C,1
776006,CC1=CC(=C(C=C1)O)C2=CC(=NN2)C3=CC(=CC=C3)F,1
776183,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=C(C=CC(=C2)Cl)O,1
776692,C1=CC=C2C(=C1)NC(=N2)C3=CSC(=N3)N,0
778969,C1=CC=C2C(=C1)N=C(O2)C3=CC=C(C=C3)NC(=O)C4=CN=CC=C4,0
780665,CC1(CC2=C(C(N1)(C)C)SC(=C2C#N)/N=C/N3CCCC3)C,0
780902,C1=CC=C(C=C1)C2=C(C(=S)NC(=C2C#N)N)C#N,0
781345,C1=CC=C(C=C1)C2=CN=NN2C3=CC=C(C=C3)N,0
781875,C1=CC=C(C(=C1)N2C(=S)N=NN2)F,0
782276,CN1CCN(CC1)CC2=CC=C(C=C2)OC(F)(F)F,0
782865,CN1CCN(CC1)CC2=CC(=C(C=C2)OC)OCC3=CC=CC=C3,0
784417,CN1CCC(CC1)N2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F,0
785565,CN1CCN(CC1)CCP(=O)(C2=CC=CC=C2)C3=CC=CC=C3,0
785610,C1=CC2=C(C(=C1)SC3=CC=C(C=C3)[N+](=O)[O-])N=CC=C2,0
785763,C1CCCN(CC1)CC2=CC(=CC=C2)C(F)(F)F,0
786063,CCOC(=O)/C(=C/C1=C(N(C2=C1C=C(C=C2)[N+](=O)[O-])C)C)/C(=O)C,1
786091,CCOC1=CC2=C(C=C1)C=C(C=C2)S(=O)(=O)N3CCCCC3,1
786394,CC(C)(C)C(=O)NC(=C(Cl)Cl)C(=O)N,0
786651,C1=CC=C2C(=C1)N=CN2S(=O)(=O)C3=CC=CC4=C3N=CC=C4,0
790221,CCN(CC)C(=O)C1=CC2=C(C=CC(=C2)Br)OC1=O,1
790225,C1=CC=C2C(=C1)C=CC=C2OC3=NS(=O)(=O)C4=CC=CC=C43,0
792513,C1=CC=C(C=C1)C2=NN3C(=NN=C3Cl)C=C2,0
792578,C1CCCN(CC1)CC2=CC=C(C=C2)C(F)(F)F,0
792665,CN1CCN(CC1)CC2=CC(=CC=C2)OC3=CC=CC=C3,0
798238,CC1=CC(=C2C(=C1)C(=CC(=N2)C)NC3=CC=C(C=C3)C(=O)C)C,1
798247,C1=CC=NC(=C1)C2=NOC(=N2)C3=CN=CC=C3,0
799289,CC1=CC(=C(C=C1)NC(=O)C2=CC=C(O2)[N+](=O)[O-])C,1
799552,C1=CC2=NC3=C(N2C=C1)N=C4N3C=CC=C4,0
799741,C1=CC=C(C=C1)SC2=C(C(=O)N3C=CC=CC3=N2)C=O,0
800025,CC1=CC(=C(C=C1)NC(=S)NCCC2=CNC3=CC=CC=C32)C,1
800487,C1=CC=NC(=C1)SC2=C(C(=O)N3C=CC=CC3=N2)C=O,0
802375,C1=CC=C(C=C1)N2C(=NC(=N2)N3C=NN=C3)N,0
803159,CCOC1=CC=C(C=C1)C(=O)NC2=NC=CC(=C2)C,1
804124,C1=CC=C(C=C1)S(=O)(=O)NC2=CC3=C(C=C2)N=C(N3)C(F)(F)F,0
804966,C1=CC=C2C(=C1)C(=CN2)C3=CSC(=N3)N,0
805075,C1=CC=C2C(=C1)C(=O)N(C(=S)N2)NC(=O)C3=CC=NC=C3,0
808216,C1=CC=NC(=C1)C2=NOC(=N2)C3=CC=NC=C3,0
808827,C1=CC=C(C=C1)C2=NN=C(O2)C3=C(C4=C(S3)C=CC=C4Cl)Cl,0
821749,C1=CC=C(C=C1)C2=C(C(=NN2)C3=CC=CC=C3)C4=NC5=CC=CC=C5N4,0
825459,C1=CC=C2C(=C1)C(=O)N(C2=O)C3=CC=CC=C3S(=O)C(F)(F)F,0
825614,C1=CC=C2C(=C1)C=CC=C2N=CC3=CC=C(O3)C4=CC=C(C=C4)[N+](=O)[O-],0
827914,C1=CC=C(C=C1)NC2=NC3=CC=CC=C3N2N,0
828739,C1=CC=C(C=C1)N2C(=NC(=N2)NCC3=C(C=CC=C3Cl)F)N,0
829955,C1=CC=NC(=C1)C2=NOC(=N2)C3=CC=CO3,0
833466,C=CCC1=C(C=CC(=C1)S(=O)(=O)C2=CC(=C(C=C2)O)CC=C)O,1
833970,CCC1=CC=C(C=C1)CNC2=CC=C(C=C2)O,1
833988,CC1=CC=C(C=C1)CNC2=CC=C(C=C2)O,1
838877,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=NC(=NO3)C4=CC=CC=N4,0
840403,CC(C)N1C2=C(NC1=S)N(C(=O)NC2=O)C,0
846178,CC(C)(C)C1=NN=C(S1)NS(=O)(=O)C,0
848970,CCNC(=S)NC1=NC=CC(=C1)C,1
849399,C1=CC=C(C=C1)N2C(=C(N=N2)C3=CC=C(C=C3)Cl)N,0
849734,CC1=CC(=CC=C1)CN2C3=C(C(=O)C4=CC=CC=C4C3=O)N=N2,1
854635,C1=COC(=C1)C2=C(N=C(C(=N2)C3=CC=CO3)C4=CC=CO4)C5=CC=CO5,0
856373,C1=CSC(=C1)C2=NC=C(O2)C3=CC=C(C=C3)F,0
860841,C1=CC=C2C(=C1)N=C(S2)CN3N=C(N=N3)C4=CC=C(C=C4)Cl,0
867445,C1=CC=C2C(=C1)C(=O)C(=NNC3=CC=CC=C3Cl)C2=O,0
867456,C1=CC=C2C(=C1)NC(=N2)/N=C/C3=CC=CS3,0
868243,CCOC(=O)C1=C(N=C(S1)NC(=O)C2=CC=C(O2)C)C,1
869589,C1=CC(=CC=C1/C=[N+](\C2=CC=C(C=C2)Cl)/[O-])F,0
870241,C1=CC=NC(=C1)CNS(=O)(=O)C2=C3C=CC=C4C3=C(C=C2)NC4=O,0
872263,C1CCN(CC1)C2=NC3=NON=C3N=C2N4CCCCC4,0
873000,C1=CC=C(C=C1)NC2=NC(=CS2)C3=CC=CC=N3,0
877120,C1=CC=C(C(=C1)C2=NC(=NO2)C3=CN=CC=C3)Cl,0
877172,C1COCCN1C2=NSN=C(C2=O)N3CCOCC3,0
