cid,SMILES,value
2133311,CCCCC1=C(C(=C2NC3=CC=CC=C3N2C1=O)C#N)C,1
2133717,C1=CC=C2C(=C1)N=C(O2)SCC3=C(N4C=CSC4=N3)Cl,0
2140730,C1=CSC(=N1)N/C=N/C2=NC=CS2,0
2141383,C1=CC=C2C(=C1)C(=C(O2)C(=O)N)NC(=O)C3=NC4=CC=CC=C4S3,0
2147485,CCCOC1=C(C=C(C(=C1)C)S(=O)(=O)NC2CC(NC(C2)(C)C)(C)C)C,1
2147527,C1CN(CCN(C1)C(=O)N2CCOCC2)C(=O)N3CCOCC3,0
2150735,CC1=C2C(=C(C=C1)Cl)SC(=N2)NC(=O)C3CC3,1
2155097,CCCCN(CCCNC1=NC=NC2=C1NC=N2)C3=CC=CC=C3,1
2170706,COC1=C(C(=CC(=C1)/C=C\2/CCC/C(=C\C3=CC(=C(C(=C3)Cl)OC)O)/C2=O)Cl)O,1
2185406,C1=CC=C(C=C1)/C=C\2/C3=CC=CC=C3C(=O)N2,0
2190747,CCCCNS(=O)(=O)C1=CC=C(C=C1)NC(=O)C2C3=CC=CC=C3OC4=CC=CC=C24,0
2192496,CC(C(C(=O)OC)C(=O)OC)C(C(=O)OC)C(=O)OC,0
2192693,CCCCC1=CC=C(C=C1)NC(=S)NCC2=CC=C(C=C2)OC,1
2201573,C1=CSC(=C1)C2=C(N=NN2C3=NON=C3N)C(=O)O,0
2207293,C1=CSC(=C1)S(=O)(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3,0
2207884,CCCCCN=CC1=C(NN(C1=O)C2=NC3=CC=CC=C3S2)C,1
2209288,C1=CC=C2C(=C1)N(C(=O)N2S(=O)(=O)C3=CC=CC4=C3N=CC=C4)S(=O)(=O)C5=CC=CC6=C5N=CC=C6,0
2211396,C1=CC=C(C=C1)N2C(=NN=N2)SCCOC3=CC=CC=C3F,0
2211973,C1=CC=C2C(=C1)C=CC=C2CSC3=NN=C(O3)C4=CN=CC=C4,0
2215784,C1=CC(=CN=C1)C2=CSC(=N2)NC3=CN=CC=C3,0
2215972,CC1(C(=O)N(C(=O)N1)CCCCOC2=CC=CC(=C2)C(F)(F)F)C,0
2217458,C1=CC2=C(N=C1)SC(=NC2=O)NCC3=CC=CO3,0
2219814,C1CC(=O)N(C1=O)CCCC(=O)NC2=CC=CC(=C2)C(F)(F)F,0
2220154,C1=CC(=CC=C1C2=NC(=CO2)CSC3=NN=C(S3)N)Cl,0
2220155,C1=CC=C2C(=C1)C(=O)N(S2(=O)=O)CCSC3=NN=C(S3)N,0
2220414,C1=CC=C2C(=C1)C(=O)N(C2=O)C3=NC(=CS3)C4=CC=CS4,0
2222560,CCNS(=O)(=O)C1=CC=C(C=C1)CCC(=O)NC2CCCC2,1
2227641,COC1=CC=C(C=C1)C2=NOC(=N2)COC3=CC4=C(C=C3)OCO4,0
2228538,C1=CC2=C(C(=C1)OCCNS(=O)(=O)C3=CC=C(C=C3)F)N=CC=C2,0
2229205,C1CN2C(=O)C(=C(N=C2SC1)C3=CC=C(C=C3)Br)C#N,0
2233286,COC1=C(C=C(C=C1)C2=NOC(=N2)COC3=CC4=C(C=C3)OCO4)OC,0
2234057,CC1=CC(=C(C=C1)C)NS(=O)(=O)C2=C(C=CC(=C2)C(=O)NCCC3=CCCCC3)C,1
2234132,C1CCCN(CC1)C(=O)N2CCN(CC2)S(=O)(=O)N3CCOCC3,0
2236463,C1CCCN(CC1)C(=O)N2CCN(CC2)C(=O)N3CCCCC3,0
2237830,C1CN(CCN1C(=O)N2CCOCC2)S(=O)(=O)N3CCOCC3,0
2237865,C1COCCN1C2=NC(=NC(=N2)NC3=CC=C(C=C3)Cl)OC(C(F)(F)F)C(F)(F)F,0
2238616,C1CCCN(CC1)C(=O)N2CCN(CC2)C(=O)N3CCOCC3,0
2246060,C1=CC=C(C(=C1)NCC2=CC=C(C=C2)O)O,1
2248209,C1=CC=C2C(=C1)N=C(O2)/C(=C/NC3=NC=C(C=C3)Cl)/C=O,0
2248756,COC1=CC=C(C=C1)/C=C/C(=O)NC(=S)NCCC2=CC(=C(C=C2)OC)OC,1
2250138,CC1=CC(=CC(=C1Cl)C)OCCCCCNCCO,1
2253328,CCCCNC1=C2C=C(C(=CC2=CC(=C1)NC(=O)C)OC)OC,1
2269434,CC1=C(C(=CC=C1)C)OCCOCCN2CCN(CC2)C,0
2272916,CN(C)/C=C/C(=C(C(=O)OC)C(=O)OC)N(C)C,0
2292877,C1=CC=C(C=C1)N2C(=O)/C(=C\C3=CC=CN3C4=CC(=C(C=C4)Cl)[N+](=O)[O-])/C(=O)N2,0
2295722,CC1(C(=O)/C(=C\NC2=CC=CC=N2)/C3=C(O1)C=CC4=C3OC(=O)C=C4)C,0
2301870,C1=CC=C(C=C1)N2C(=NN=N2)SCCNS(=O)(=O)C3=CC=CS3,0
2303154,CCCOC(=O)C1=CC=C(O1)C2=C(ON=C2C)C3=C(C=C(C=C3)OC)O,1
2303947,C1=CC=C(C=C1)C2=C(C(=NC(=N2)C3=CC=CC=C3)N)C#N,0
2309186,CC1=CC(=NC=C1)NC(=O)NC(C)(C)C2=CC=CC(=C2)C(=C)C,1
2312923,C1=CC=C2C(=C1)C3=CC=CC=C3C2=NN4C=NN=C4,0
2318690,CN1C=CN=C1SC2=NC3=CC=CC=C3N=C2NS(=O)(=O)C4=CC=CC=C4,0
2318694,CN1C=NN=C1SC2=NC3=CC=CC=C3N=C2NS(=O)(=O)C4=CC=CC=C4,0
2319946,C1=CC=C2C(=C1)N=C(S2)SCC3=CSC(=N3)CC#N,0
2322434,C1=CC=C(C=C1)C2=CSC3=NC(=O)C4=CC=CC=C4N23,0
2328352,C1=CC=C(C=C1)C2=C(C=NN2)C3=NC4=CC=CC=C4N3,0
2330261,C1=CC=C2C(=C1)C=CC=C2C3=NN4C(=NN=N4)C5=CC=CC=C53,0
2334604,CC1CCN(CC1)CC(=O)NC2=CC(=NN2C3=NC(=CC(=N3)C)C)C,1
2338453,C1COCCN1/C=N/C2=NC(=CS2)C3=CC=C(C=C3)Br,0
2340491,C1CC(C1)C(=O)NC2=NC3=C(S2)CN(CC3)CC4=CC=CC=C4,1
2344168,C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)NC3=NC=CS3,0
2347622,C1=CC(=CN=C1)C2=NC(=CS2)C3=CC=CO3,0
2347707,C1=CC2=C(C=CC3=C2C(=C1)C(=O)N3)NS(=O)(=O)C4=CC=CS4,0
2348844,C1=CC(=CN=C1)C2=NC(=CS2)C3=CC=CS3,0
2349844,CCOC1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)NC(=S)NC3CCCCC3,1
2354963,CCOC(=O)C1=C(C=C(S1)NC(=O)C2=C(C=CS2)C)C,1
2361491,C1CC1C(=O)NNC(=O)/C=C/C2=CC=CC=C2,0
2376105,CC1=C(C=CC(=C1)NC(=S)NC(=O)C2CC2)Br,1
2380034,C1=CC=C(C(=C1)C(=O)NC2=CN=C3N(C2=O)C=CS3)Cl,0
2384236,C1=CC=C(C=C1)CCN(CCC2=CC=CC=C2)C(=O)CCl,1
2385273,C1=CC=C(C=C1)C2=CSC3=C2C(=O)NC(=N3)CN4N=C(N=N4)C5=CC=CC=C5,0
2392339,C1=CSC(=C1)C2=C(OC(=C2C#N)N)C3=CC=CS3,0
2404972,CCC1=C(C(=CC(=C1)SC#N)C)NC(=O)CCl,1
2414087,CCCN(CC(=O)NC1=CC=CC=C1C)C(=O)CCl,1
2414301,C1=CC=C2C(=C1)NC(=N2)C3=C(N=NS3)C4=CC=CS4,0
2415447,COC1=CC(=CC(=C1OC)OC)CCC(=O)NC2=CC(=C(C=C2)Br)C(F)(F)F,1
2419715,C1=CC=C(C=C1)N2C(=NN=N2)N3C4=CC=CC=C4N=N3,0
2428993,C1=COC(=C1)C2=C(SC(=N2)N)C3=CC=CO3,0
2442307,CC1=CC(=C(N1CCC2=CC=C(C=C2)Cl)C)C(=O)CCl,1
2448244,C1=CC=C(C=C1)S(=O)(=O)NC2=C(C=NC=C2)Cl,0
2453516,CCCCN(C1=CC=CC=C1)C(=O)C2=CC=CC3=C2OC(=C(C3=O)C)C4=CC=CC=C4,1
2479657,CCC1=CC=CC=C1OCC(=O)OCC(=O)NC2=NOC(=C2)C,1
2480939,COC1=CC=CC=C1N2CCN(CC2)CCCOC3=CC=C(C=C3)F,0
2487330,C1=CSC(=C1)C2=NN=C(O2)SCC3=NN=C(O3)C4=CC=C(C=C4)Cl,0
2501092,C1=CC=C(C=C1)C2=NNC(=N2)C3=CC=CC=N3,0
2526141,C1=CC=C(C=C1)N2C(=NN=N2)OC3=CC=C(C=C3)C4=NN=CO4,0
2537709,C1=CC=C(C=C1)N2C(=NN=N2)SC3=NNC(=N3)C4=CC=NC=C4,0
2539904,C1=CC=C(C=C1)N2C(=NN=C2SC3=NC=CN=C3)C4=CC=CS4,0
2546578,C1=CSC(=C1)C2=CSC(=N2)C3=CC=CS3,0
2554265,CSC1=CC=CC(=C1)NC(=O)NCC2=CC(=CC=C2)CNC(=O)NC3=CC(=CC=C3)SC,1
2557808,CC1=C(C=CC(=C1)N2CCN(CC2)C)NC(=O)C3=C4CN(CCC4=NC5=CC=CC=C53)CC6=CC=CC=C6,1
2562136,C1=CC=NC(=C1)C2=NC(=CS2)C3=CC=CO3,0
2564280,C1=CC(=CC(=C1)F)OC2=C3C=CN=CC3=C(C=C2)[N+](=O)[O-],0
2565061,C1=CC=C(C=C1)C2=CN=C(O2)CSC3=NC=NC4=C3C=CS4,0
2569348,C1=CC(=C(C=C1F)Br)OC2=C3C=CN=CC3=C(C=C2)[N+](=O)[O-],0
2571709,C1=CC(=CC(=C1)Br)OC2=C3C=CN=CC3=C(C=C2)[N+](=O)[O-],0
2609971,CCCCN1C(=O)C2=CC=CC=C2N=C1SCC(=O)NC3=NOC(=C3)C,1
2661379,CCSC1=NN=C(S1)SCC(=O)NC2CCCCC2,1
2669378,C1OC2=C(O1)C=C(C=C2)OC(=O)C3=C(C=C(C=C3)F)Cl,0
2723598,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)N.O.Cl,0
2723772,CN1C(=S)N=NN1,0
2723891,C(CC(=O)O)[C@@H](C(=O)O)N.Cl,0
2729465,C12C(C(OC1C(=O)O)C(=O)O)C(C2(F)F)(F)F,0
2734117,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],1
2734225,CCCCCCCCCCN1C=C[N+](=C1)C.[Cl-],1
2770892,C1OC2=C(O1)C=C(C=C2)OCC(CN)O,0
2772301,C1=CC=C(C=C1)C(C2=CC=CC=C2)C3=NN=C(S3)N,0
2779938,CNC(=S)N(C)C,0
2780473,C1COCCN1P2(=NC(=NC(=N2)C(F)(F)F)C(F)(F)F)N3CCOCC3,0
2787880,C1=CC(=CC=C1C2=CSC(=N2)N)Br.Br,0
2796064,CCCC1=CN=C(N=C1)NCCNCC(COC2=CC(=C(C=C2)Cl)Cl)O,1
2803060,C#CCSC1=C(C(=NS1)SCC#C)C#N,0
2810094,CC1=CC(=CC=C1)CN2C(=CC(=N2)C(C)(C)C)C(=O)NC3=CC=C(C=C3)F,1
2812036,CC1C2=CC(=C(C=C2CCN1C(=O)C3=NOC(=C3)C)OC)OC,1
2813272,CC1=CC(=C2C=C(NC2=C1)C(=O)N3CCC(CC3)C(=O)C4=CC=C(C=C4)F)C,1
2813854,CC1C2=CC(=C(C=C2CCN1C(=O)C3=CC4=C(C=C(C=C4N3)C)C)OC)OC,1
2821715,CC(C)(C)C1=CC=C(C=C1)CSC2=NN=C(N2C)C3COC4=CC=CC=C4O3,1
2827330,COC(=O)C(C(C(=O)OC)C(=O)OC)C(C(=O)OC)C(=O)OC,0
2827992,C#CCOC1=NC(=NC(=N1)OCC#C)OCC#C,0
2828159,C1CSC2(N1)C3CC4CC(C3)CC2C4.Cl,0
2828171,C1CSC2(N1)C3CC4CC2CC(C3)C45NCCS5.Cl,0
2830640,CN(C)C1=NC(=NP(=N1)(N(C)C)N(C)C)N(C)C,0
2831153,CCCSC(=S)NC1CCS(=O)(=O)C1,1
2831789,CCCCN1CCC2=C(C3=C(C=CC(=C3)Br)N=C21)N.Cl,1
2832740,CNC(=O)NC1CCCC2=CC=CC=C12,0
2833809,C1=CC=C2C(=C1)NC(=O)C(=N2)C(C(F)F)(F)F,0
2834638,CC1=CC2=C(C=C1)NC3=C2CCCC3NC(=O)CCl,0
2837534,C1CCN(C1)CC(=O)N2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl,0
2837535,C1CCN(CC1)CC(=O)N2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl,0
2841621,CCOC(=O)C1=C(C(=O)C2=CC=CC=C2C1=O)CC3=CC=C(C=C3)Cl,1
2843501,CC(=O)OC1=CC(=C(C=C1)OC(=O)C)SCCCCC[NH+]2CCOCC2.[Cl-],1
2846554,CC(CCC1=CC=C(C=C1)O)NC(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,1
2846928,CCCCCCCCCCCCCCCCN1C=C[N+](=C1)C.[Br-],1
2849526,CCCCOC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)[N+](=O)[O-],1
2850562,CCCC1=NC=CC(=C1)C2=NC(=CS2)C3=CC=C(C=C3)C.Br,1
2852943,C(CO)NC(=O)C(C(F)(F)F)(OC(C(C(C(=O)NCCO)(F)F)(F)F)(F)F)F,0
2858656,C1=CC(=CC=C1C2=NC(=NN2)N)F.Cl,0
2859661,C1CN2C(=CSC2=N1)C3=CC=C(C=C3)S(=O)(=O)N4CCOCC4.Br,0
2862716,C1=CC=C2C(=C1)C=CN2S(=O)(=O)C3=CC=C(C=C3)Br,0
2865966,C1=CC=C(C=C1)N2C(=O)C3C(N(OC3C2=O)C4=CC=C(C=C4)Cl)C5=CC=CO5,0
2870318,C1=CC=C2C(=C1)N=CN2S(=O)(=O)C3=CC=CS3,0
2875329,C1=CC=C2C(=C1)C3=C(S2)C(C(=C(O3)N)C#N)C4=CC=CO4,0
2875833,CCOC(=O)C1=C(OC2=C(C1C3=CC(=CC=C3)O)C4=CC=CC=C4C=C2)N,1
2876639,CC1C(NC(C(C1=O)C)C2=CC3=C(C=C2)OCO3)C4=CC5=C(C=C4)OCO5,0
2876651,C1=CC=C(C=C1)C2=NOC(=N2)C3=CC=CC=C3F,0
2877325,C1=CC=C(C=C1)SC2=NC=NC3=C2OC4=CC=CC=C43,0
2879670,C1=CC=C(C=C1)N2C(C3C(O2)C(=O)N(C3=O)C4=CC=C(C=C4)Br)C5=CC=CC=N5,0
2882636,CCN(CC)CC(COC1=CC2=C(C=C1)OCO2)O.Cl,0
2882691,C1OC2=C(O1)C=C(C=C2)OCC(CN(CCO)CCO)O.Cl,0
2884279,C1COCCOCCOCCNC(=S)N1,0
2891886,C1CN(CCC1CN2C(=O)C3=CC=CC4=C3C(=CC=C4)C2=O)CC(COC5=CC6=CC=CC=C6C=C5)O.Cl,1
2892066,CC1=CC(=CC(=C1)OCC(CN2CCC(CC2)CN3C(=O)C4=CC=CC5=C4C(=CC=C5)C3=O)O)C.Cl,1
2897386,CCCCNC(=S)NC1=CC=C(C=C1)[N+](=O)[O-],1
2898314,CCC1=CC=C(C=C1)OCC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC2=C(C=C(C=C2)C)C,1
2914378,CCCNC1=C(C(=O)C2=CC=CC=C2C1=O)N(C3=CC(=CC=C3)F)C(=O)C,1
2914829,CC(CCC1=CC=CC=C1)NC(=O)C2=CC(=CC=C2)F,1
2920427,C1CN(CCN1C2=CC=C(C=C2)[N+](=O)[O-])C3=NC(=CS3)C4=CC=C(C=C4)Cl,0
2921061,CC(=O)N(CCC(CC1=CC=CC=C1)C2=CC3=C(C=C2)OCO3)CC4=CC=C(C=C4)Cl,1
2921884,CCOC(=O)C1=C(N(C2=C1C=C(C=C2)OCC(CNC(C)(C)C)O)CC3=CC=CC=C3)C,1
2926873,CC1=CC(=NC(=N1)/N=C(\N)/NC2=CC=C(C=C2)CC(=O)OC(C)C)C,1
2928717,C1CCN(CC1)CN(CCN(CN2CCCCC2)C=O)C=O,0
2928973,C1=CC=C2C(=C1)C(=CS2(=O)=O)SC3=NC4=C(O3)C=CC(=C4)Cl,0
2931173,CCCCN1C2=CC=CC=C2N=C1NC(=S)NC3=CC=CC=C3,1
2931388,CCOC1=CC=CC=C1C2=C3C=C(C(=O)C=C3OC4=CC(=C(C=C42)O)O)O,1
2931813,CCOC(=O)CN1C2=CC=CC=C2N(C1=N)CCOC3=CC4=CC=CC=C4C=C3.Cl,1
2933892,CC1CCC2=C(N1S(=O)(=O)C3=CC=C(C=C3)OC)C=CC(=C2)F,1
2933964,CC1=CC(=C(C(=C1)Br)OCCCNCC2=CC=CC=C2)Cl.C(=O)(C(=O)O)O,1
2934091,CC1=CC(=C(C(=C1)Cl)OCCCCNCC2=CC=CC=C2)C.C(=O)(C(=O)O)O,1
2934232,CC1=CC(=CC(=C1OCCOCCNCC2=CC=CC=C2)C)Cl.C(=O)(C(=O)O)O,1
2937667,CC(C)OCC(CN1CCN(CC1)CC(COC2=CC3=C(C=C2)OCO3)O)O,0
2940373,CCOC(=O)C1CCCN(C1)C(=O)CC2=CC=C(C=C2)C,1
2941476,CCC(C(=O)NC1=NOC(=C1)C)SC2=NC(=O)C=C(N2C3=CC=CC(=C3)C)N,1
2942776,C1=CC(=C(C=C1Cl)Cl)C2=NC(=NN2)SC3=NC=C(C=C3)[N+](=O)[O-],0
2946039,C1CCN(CC1)C(=O)N2CCCN(CC2)C(=O)N3CCCCC3,0
2948191,CC1=CC=C(C=C1)NC(C)C2=C(C=CC(=C2)Cl)O,1
2948760,CC(C)OC1=CC=CC(=C1)OCCCNC.C(=O)(C(=O)O)O,0
2949062,CNCCOC1=CC=CC=C1C2=CC=CC=C2.C(=O)(C(=O)O)O,0
2952123,C1=CC=C(C=C1)NC2=NC3=CC=CC=C3C(=N2)N.Cl,0
2952131,C1=CC=C(C=C1)CNC2=NC(=NC3=CC=CC=C32)NC4=CC=CC=C4O.Cl,1
2957625,CCC(C)C1=CC=C(C=C1)NC(=S)NC2CCN(CC2)CC3=CC=CC=C3,0
2958851,CCCCC1=CC=C(C=C1)NC(=S)NC2=CC=C(C=C2)NC3=CC=C(C=C3)OC,1
2960215,CCC(=O)N1C(CC(=N1)C2=CC=C(O2)C)C3=CC=C(C=C3)N(C)C,1
2960667,CN(CC1=CC=CC=C1)C(=O)CC(C2=CC=CC=C2)C3=C(C=CC(=C3)Cl)O,1
2960719,CCCCN1C2=CC=CC=C2N=C1NCC3=CC=C(C=C3)N(C)C,1
2962345,C1=CC=NC(=C1)NC2(C(=O)N(C(=O)N2)C3=CC=C(C=C3)F)C(F)(F)F,0
2964583,CC(CC12CC3CC(C1)CC(C3)C2)NCC4=CC=CC=C4O.Cl,0
2968082,C1=CC=C(C=C1)N2C3=C(C(=O)NC2=O)C(C(=O)N3)(C(F)(F)F)NC4=NC=CC=N4,0
2980574,C1=CN2C(=C(C=N2)C(=O)NC3=NC=C(C=C3)Cl)N=C1,0
2981492,CCOC1=C(C=C(C=C1Br)CNC2CCCCCCC2)OC.Cl,1
2982211,C1CCN(CC1)S(=O)(=O)N2CCN(CC2)C(=O)N3CCOCC3,0
2982742,COC1=CC=C(C=C1)CCNC(=O)COC2=C(C=C(C=C2)S(=O)(=O)NC3CCCCC3)Cl,1
2984680,CCCCN1C2=CC=CC=C2N(C1=N)CCOC3=CC=CC=C3OC,1
2984782,CCCCNCC1=CC(=C(C(=C1)Br)OC2CCCC2)OC.Cl,0
2985000,CN1CCN(CC1)C2=NC(=CC(=N2)C(F)(F)F)C3=CC=CS3,0
2989582,CC(C)CCN1C2=C(N=C1SCCOC)N(C(=O)NC2=O)C,0
2997509,C1COCCN1S(=O)(=O)C2=CN=C(C=C2)SC3=NN=C4N3C=CC=C4,0
2997679,C1=CC=C2C(=C1)C(=NC=N2)SCC3=CN4C=CC=NC4=N3,0
2997840,C1=CC2=NC(=C(N2C=C1)Br)CSC3=NN=C(O3)C4=CC=CO4,0
2997964,C1=CC2=C(C=CC(=C2N=C1)OCC3=CN4C=CC=NC4=N3)Cl,0
2998042,C1=CC2=NC(=CN2C=C1)CSC3=NN=C(O3)C4=CC=CO4,0
2998080,C1=CC=C(C=C1)C2=CN=NC(=N2)SCC3=CN4C=CC=NC4=N3,0
2998111,CN(C)/C=N/C1=C(C=NN1C2=NC=C(C=C2)C(F)(F)F)C#N,0
2998125,C1C2CC3CC1CC(C2)(C3)NC(=O)COC4=CC5=C(C=C4)OCO5,0
2998192,C1=CC=C(C=C1)C2=NN=C(O2)SCC3=CN4C=CSC4=N3,0
2998728,CC(C)N1C(=CSC1=NC2=CN=CC=C2)C3=CC=CO3,0
2998978,C1=CC=C(C=C1)C2=CP(=O)(C=C(O2)C3=CC=CC=C3)NN4C=NN=C4,0
2999058,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=CS3)C(=O)NC4=CN=CC=C4,0
2999177,C1COCCN1P(=N)(C23CC4CC(C2)CC(C4)C3)N5CCOCC5,0
2999365,CC(C1=NN=C(N1C2=CC=C(C=C2)F)SC3=NN=NN3C4=CC=CC=C4)N(C)C,0
2999413,C[C@H]1CCC[C@@H](CCCCCC2=C(C(=CC(=C2)O)O)C(=O)O1)O,1
2999590,C1=CC=C2C(=C1)N=C(O2)SCC3=CN4C=CSC4=N3.Br,0
2999608,CNP1(=NC(=NC(=N1)C(F)(F)F)C(F)(F)F)NC,0
2999735,C1CN=C2N(C1)C(=O)NC(S2)(C3=CC=CC=C3)C(F)(F)F,0
3000018,CCCCC(CC)CN1C(=C(C2=NC3=CC=CC=C3N=C21)C#N)N,1
3000220,C1CN(CCN1CCO)CC(COC2=CC3=C(C=C2)OCO3)O.Cl,0
3001882,CC(=NNC(=S)N1CC2CCC(C1)CC2)C3=NC=CN=C3,1
3005564,CC(=NNC(=S)N1CC2CCC(C1)CC2)C3=CC=CC=N3,0
3005792,CC1=NC(=CC=C1)C(=NNC(=S)N2CCCCC2)C,1
3015167,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],1
3032297,C(CNC(=S)[S-])NC(=S)[S-].[Na+].[Na+],0
3032581,C(CNC(=S)[S-])NC(=S)[S-].[Mn+2],0
3033992,C=COCCOCCOCCOC=C,0
3034368,C(CNC(=S)[S-])NC(=S)[S-].C(CNC(=S)[S-])NC(=S)[S-].[Mn+2].[Zn+2],0
3045478,CN1CCN(CC1)C2=CC3=CC=CC=C3SC4=CC(=C(C=C24)F)F.CS(=O)(=O)O,0
3091112,CCC(CC)COC(=O)C1=C(NC(=O)NC1C2=CC=C(C=C2)N(C)C)C,1
3098837,CCC1=NN(C(C1)(C2=CC=CC=C2)O)C(=O)C3=CC=CC=C3O,1
3105194,CC1=CC(=CC=C1)C2(CC2C(=O)NC3=C(C=C(C=C3)[N+](=O)[O-])O)C4=CC=CC(=C4)C,1
3107658,C1=CC=C(C=C1)/C=N/C2=C(C(=C(O2)C3=CC=CC=C3)C4=CC=CC=C4)C#N,0
3107732,C1CCCN(CC1)C(=O)CCC2=CC=C(C=C2)OC3=CC(=CC(=C3)[N+](=O)[O-])[N+](=O)[O-],1
3112773,CCOC(=O)C1CCCC(C1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C,1
3123181,C1COCCOCCOCCOCCNC(=S)N1,0
3128780,CCOC(=O)C1=C(OC2=C(C1C3=CC(=CC=C3)Cl)C=CC(=C2)O)N,1
3129754,C1=CC=C2C(=C1)C3=C(C2=O)C(SC4=CC=CC=C4N3)C5=CC=CO5,0
3130773,CCOC1=C(C=CC(=C1)C(C2=C(NN(C2=O)C3=CC=CC=C3)C)C4=C(NN(C4=O)C5=CC=CC=C5)C)O,1
3132402,C1COC2=C(O1)C=CC(=C2)OCC(=O)O,0
3132782,CCOC(=O)C1=C(N(N=N1)C2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])C,1
3136153,CC1=CC=C(C=C1)C(C2=C(C=CC3=CC=CC=C32)O)NC(=O)C4CCCCC4,1
3136329,CCCCC(CC)C(=O)NC1=NC=C(S1)[N+](=O)[O-],1
3136668,CCC1=CC2=C(C=C1)NC(=O)C23NN=C(S3)C4=CC=C(C=C4)C,1
3143085,CC1C(NC(C(C1=O)C)C2=C(C=CC(=C2)Br)O)C3=C(C=CC(=C3)Br)O,1
3147068,CC1=CC(=CC(=C1)OCC(=O)N2C(CC(=N2)C(F)(F)F)(C(C)(C)C)O)C,1
3147447,CC(C)N1C2C(N(S1(=O)=O)C(C)C)OC(O2)C3OC4C(O3)N(S(=O)(=O)N4C(C)C)C(C)C,0
3148412,CCN1CCOC(C1=O)CC(=O)NC2=CC=C(C=C2)[N+](=O)[O-],1
3158430,CC1(CC2=C(C(C3=CC4=C(C=C3N2)OCO4)C5=CC=C(C=C5)F)C(=O)C1)C,0
3160021,C1CCC(CC1)C(=O)NCCCC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F,0
3161537,CCCC(=O)N1CCN(CC1)C2=C(C=C(C=C2)NC(=O)C3=CC=C(O3)[N+](=O)[O-])Cl,1
3190950,CC1=CC=C(O1)C(C(=O)NC2CCCCC2)N(CC3=CC(=CC=C3)OC)C(=O)CC4=CNC5=CC=CC=C54,1
3192106,CCN1CCCC1CN(CC2=CC3=C(C=C(C=C3)C)NC2=O)C(=S)NC4=CC=C(C=C4)OC,1
3197330,CC1=CC(=CC(=C1)N(CC(=O)NC2CCCCC2)C(=O)CCCC(=O)NC3=CC=CC=N3)C,0
3223587,COC1=C(C=C(C=C1)CCNC(=S)N2CCC(CC2)C(=O)C3=CC=C(C=C3)F)OC,1
3225064,CCC1C(=O)N(C2=C(O1)C=CC(=C2)C)CC(=O)N(CC3=CC=C(O3)C)C4CCCC4,1
3235697,C1=CC=NC(=C1)CNS(=O)(=O)C2=CC=CC3=NSN=C32,0
3235835,C1=CC=C(C=C1)N2C(=C(N=N2)S(=O)(=O)C3=CC=CC=C3)N,0
3236177,C1=CON=C1NC(=O)C2=CN=C3N(C2=O)C=CS3,0
3236395,COC1=CC=C(C=C1)C2=NN=C(O2)NC3=NC4=C(C=CC=C4S3)OC,0
3236435,CCN1C2=C(C=C1C(=O)N3CCCC(C3)C(=O)NCCC4=CC=C(C=C4)C)SC=C2,1
3236520,CCC1=CC=C(C=C1)C2=NC(=C(O2)C)CN3CCC(CC3)C(=O)NCC4=CC=CC=C4OC,1
3236610,C1CN(CCN1CC(=O)NC2=CC=C(C=C2)F)CC(=O)NC3=CC4=C(C=C3)OCO4,0
3237008,C1CCC(C1)NC2=C(N=C3N2C=CN=C3)C4=C(C=CC(=C4)Br)O,1
3237299,CN1CCN(CC1)CCCNC(=O)NC2=CC=CC3=CC=CC=C32,0
3237735,C1=CN(N=C1)S(=O)(=O)C2=CC=C(S2)Br,0
3237799,COC1=C2C(=CC=C1)SC(=N2)NC3=NN=C(O3)C4=CC=CS4,0
3238223,CCN1CCN(CC1)CC2=C(C3=C(C=C2)C(=C(S3)NC(=O)C)C(=O)OCC)O,1
3238350,C1=CC=C(C(=C1)CN2C=NC3=C(C2=O)OC4=CC=CC=C43)F,0
3238559,CC1CCCCN1C(=O)CCCS(=O)(=O)C2=NC(=CC(=N2)C(F)(F)F)C3=CC=CC=C3OC,1
3238640,CCOC1=CC=C(C=C1)N2C=C(C3=CC(=C(C=C3C2=O)OC)OC)C(=O)N4CCC(CC4)C,1
3238760,C1=CC=C2C(=C1)N=NN2C3=NC(=CC(=N3)C(F)(F)F)C4=CC=CO4,0
